Unnamed: 0,PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,REGION,CARRIER,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN,ORIGIN_COUNTRY,ORIGIN_WAC,DEST,DEST_COUNTRY,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
373,0.0,31.0,0.0,1447.0,DL,D,DL,3,3,YEG,CA,916,ANC,US,1,2010,3,9,3,F
374,0.0,111.0,0.0,1376.0,GFQ,I,GFQ,1,4,LRD,US,74,YQG,CA,936,2010,1,3,3,P
375,0.0,125.0,0.0,409.0,U7,I,U7,1,1,YXU,CA,936,RFD,US,41,2010,3,9,1,P
376,0.0,129.0,0.0,133.0,U7,I,U7,1,1,PHN,US,43,YHM,CA,936,2010,1,1,1,P
377,0.0,188.0,0.0,284.0,U7,I,U7,1,1,GRR,US,43,YHM,CA,936,2010,3,7,1,P
378,0.0,195.0,0.0,1058.0,U7,I,U7,1,1,SHV,US,72,YHM,CA,936,2010,1,3,3,P
379,0.0,227.0,0.0,284.0,U7,I,U7,1,1,GRR,US,43,YHM,CA,936,2010,2,4,1,P
380,0.0,305.0,0.0,1872.0,U7,I,U7,1,1,OLS,US,81,YHM,CA,936,2010,4,11,4,P
381,0.0,320.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,3,7,1,G
382,0.0,330.0,0.0,375.0,U7,I,U7,1,1,PSK,US,38,YQG,CA,936,2010,3,9,1,P
383,0.0,337.0,0.0,666.0,U7,I,U7,1,1,CHS,US,37,YQG,CA,936,2010,4,11,2,P
384,0.0,340.0,0.0,365.0,U7,I,U7,1,1,LUK,US,44,YHM,CA,936,2010,3,8,1,P
385,0.0,367.0,0.0,1534.0,U7,I,U7,1,1,LRD,US,74,YHM,CA,936,2010,3,7,4,P
386,0.0,400.0,0.0,133.0,U7,I,U7,1,1,YXU,CA,936,YIP,US,43,2010,1,3,1,P
387,0.0,412.0,0.0,796.0,U7,I,U7,1,1,YUL,CA,941,SDF,US,52,2010,3,8,2,P
388,0.0,427.0,0.0,305.0,U7,I,U7,1,1,LEX,US,52,YQG,CA,936,2010,4,11,1,P
389,0.0,438.0,0.0,133.0,U7,I,U7,1,1,YIP,US,43,YXU,CA,936,2010,2,4,1,P
390,0.0,444.0,0.0,460.0,U7,I,U7,1,1,YHM,CA,936,SDF,US,52,2010,1,1,1,P
391,0.0,454.0,0.0,1536.0,U7,I,U7,1,1,HRL,US,74,YHM,CA,936,2010,3,9,4,P
392,0.0,470.0,0.0,471.0,GFQ,I,GFQ,1,4,YHM,CA,936,RFD,US,41,2010,2,5,1,P
393,0.0,481.0,0.0,413.0,U7,I,U7,1,1,YXU,CA,936,SDF,US,52,2010,2,5,1,P
394,0.0,490.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,1,1,1,G
395,0.0,500.0,0.0,431.0,GFQ,I,GFQ,1,4,LEX,US,52,YHM,CA,936,2010,3,7,1,P
396,0.0,501.0,0.0,2070.0,U7,I,U7,1,1,SDM,US,91,YXU,CA,936,2010,3,9,5,P
397,0.0,522.0,0.0,194.0,U7,I,U7,1,1,YIP,US,43,YHM,CA,936,2010,1,3,1,P
398,0.0,556.0,0.0,1376.0,U7,I,U7,1,1,LRD,US,74,YQG,CA,936,2010,3,8,3,P
399,0.0,650.0,0.0,137.0,U7,I,U7,1,1,YHM,CA,936,YNG,US,44,2010,2,6,1,P
400,0.0,660.0,0.0,1641.0,U7,I,U7,1,1,ELP,US,74,YHM,CA,936,2010,4,10,4,P
401,0.0,684.0,0.0,397.0,U7,I,U7,1,1,GYY,US,42,YHM,CA,936,2010,3,8,1,P
402,0.0,720.0,0.0,194.0,U7,I,U7,1,1,YIP,US,43,YHM,CA,936,2010,4,10,1,P
403,0.0,735.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,3,8,1,G
404,0.0,756.0,0.0,1058.0,U7,I,U7,1,1,SHV,US,72,YHM,CA,936,2010,3,9,3,P
405,0.0,800.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,4,11,1,G
406,0.0,806.0,0.0,379.0,GFQ,I,GFQ,1,4,EVV,US,42,YQG,CA,936,2010,2,5,1,P
407,0.0,811.0,0.0,379.0,U7,I,U7,1,1,EVV,US,42,YQG,CA,936,2010,4,12,1,P
408,0.0,859.0,0.0,181.0,U7,I,U7,1,1,YKF,CA,936,YIP,US,43,2010,1,1,1,P
409,0.0,879.0,0.0,194.0,U7,I,U7,1,1,YHM,CA,936,YIP,US,43,2010,2,6,1,P
410,0.0,890.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,4,12,1,G
411,0.0,896.0,0.0,777.0,U7,D,U7,1,1,MEM,US,54,YHM,CA,936,2010,4,11,2,P
412,0.0,905.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,3,9,1,G
413,0.0,909.0,0.0,537.0,U7,I,U7,1,1,YUL,CA,941,YIP,US,43,2010,3,8,2,P
414,0.0,944.0,0.0,194.0,U7,I,U7,1,1,YIP,US,43,YHM,CA,936,2010,1,1,1,P
415,0.0,945.0,0.0,194.0,U7,I,U7,1,1,YHM,CA,936,YIP,US,43,2010,1,3,1,P
416,0.0,950.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,1,3,1,G
417,0.0,970.0,0.0,708.0,GFQ,I,GFQ,1,4,CHS,US,37,YHM,CA,936,2010,4,11,2,P
418,0.0,988.0,0.0,319.0,GFQ,I,GFQ,1,4,MKG,US,43,YHM,CA,936,2010,4,10,1,P
419,0.0,996.0,0.0,488.0,U7,I,U7,1,1,GSO,US,36,YHM,CA,936,2010,2,6,1,P
420,0.0,1000.0,0.0,1085.0,GFQ,I,GFQ,1,4,OKC,US,73,YHM,CA,936,2010,1,2,3,P
421,0.0,1040.0,0.0,460.0,U7,I,U7,1,1,SDF,US,52,YHM,CA,936,2010,1,1,1,P
422,0.0,1040.0,0.0,460.0,U7,I,U7,1,1,SDF,US,52,YHM,CA,936,2010,1,2,1,P
423,0.0,1074.0,0.0,1076.0,DL,D,DL,3,3,YYR,CA,961,JFK,US,22,2010,2,4,3,F
424,0.0,1089.0,0.0,217.0,U7,I,U7,1,1,YKF,CA,936,TOL,US,44,2010,4,12,1,P
425,0.0,1120.0,0.0,314.0,AMQ,I,AMQ,1,4,YQG,CA,936,RFD,US,41,2010,2,6,1,P
426,0.0,1148.0,0.0,1534.0,GFQ,I,GFQ,1,4,LRD,US,74,YHM,CA,936,2010,2,5,4,P
427,0.0,1152.0,0.0,317.0,U7,I,U7,1,1,DAY,US,44,YHM,CA,936,2010,2,6,1,P
428,0.0,1164.0,0.0,2441.0,AMQ,I,AMQ,1,4,YMX,CA,941,MHR,US,91,2010,3,9,5,P
429,0.0,1167.0,0.0,1058.0,U7,I,U7,1,1,YHM,CA,936,SHV,US,72,2010,2,4,3,P
430,0.0,1180.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,2,5,1,G
431,0.0,1200.0,0.0,460.0,U7,I,U7,1,1,YHM,CA,936,SDF,US,52,2010,1,2,1,P
432,0.0,1218.0,0.0,499.0,GFQ,I,GFQ,1,4,CLT,US,36,YQG,CA,936,2010,4,12,1,P
433,0.0,1221.0,0.0,1459.0,GFQ,I,GFQ,1,4,YEG,CA,916,TUL,US,73,2010,2,5,3,P
434,0.0,1230.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,2,6,1,G
435,0.0,1356.0,0.0,690.0,KS,D,KS,1,5,ANC,US,1,YEV,CA,931,2010,3,7,2,L
436,0.0,1360.0,0.0,514.0,U7,I,U7,1,1,MRN,US,36,YHM,CA,936,2010,4,10,2,P
437,0.0,1400.0,0.0,284.0,GFQ,I,GFQ,1,4,GRR,US,43,YHM,CA,936,2010,1,1,1,P
438,0.0,1400.0,0.0,559.0,GFQ,I,GFQ,1,4,YPQ,CA,936,RFD,US,41,2010,1,1,2,P
439,0.0,1400.0,0.0,694.0,GFQ,I,GFQ,1,4,HSV,US,51,YHM,CA,936,2010,2,6,2,P
440,0.0,1411.0,0.0,665.0,FX,D,FX,3,3,YOW,CA,936,IND,US,42,2010,2,6,2,G
441,0.0,1471.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,4,10,1,G
442,0.0,1487.0,0.0,1558.0,GFQ,I,GFQ,1,4,MFE,US,74,YKF,CA,936,2010,4,11,4,P
443,0.0,1550.0,0.0,194.0,AMQ,I,AMQ,1,4,YIP,US,43,YHM,CA,936,2010,2,6,1,P
444,0.0,1565.0,0.0,1376.0,U7,I,U7,1,1,LRD,US,74,YQG,CA,936,2010,2,5,3,P
445,0.0,1624.0,0.0,194.0,U7,I,U7,1,1,YIP,US,43,YHM,CA,936,2010,3,8,1,P
446,0.0,1750.0,0.0,1052.0,GFQ,I,GFQ,1,4,YYT,CA,961,BDL,US,11,2010,2,5,3,P
447,0.0,1792.0,0.0,293.0,GFQ,I,GFQ,1,4,WGO,US,38,YHM,CA,936,2010,1,1,1,P
448,0.0,1900.0,0.0,897.0,KLQ,D,KLQ,1,4,GLH,US,53,YHM,CA,936,2010,4,12,2,P
449,0.0,1920.0,0.0,418.0,GFQ,I,GFQ,1,4,PSK,US,38,YHM,CA,936,2010,2,6,1,P
450,0.0,1935.0,0.0,471.0,AMQ,I,AMQ,1,4,YHM,CA,936,RFD,US,41,2010,2,5,1,P
451,0.0,1973.0,0.0,1534.0,U7,I,U7,1,1,LRD,US,74,YHM,CA,936,2010,4,10,4,P
452,0.0,2016.0,0.0,2014.0,ABX,D,ABX,3,3,YVR,CA,906,CVG,US,52,2010,1,1,5,G
453,0.0,2025.0,0.0,542.0,GFQ,I,GFQ,1,4,HVC,US,52,YXU,CA,936,2010,2,5,2,P
454,0.0,2050.0,0.0,814.0,U7,I,U7,1,1,MCI,US,64,YHM,CA,936,2010,2,5,2,P
455,0.0,2082.0,0.0,314.0,GFQ,I,GFQ,1,4,YQG,CA,936,RFD,US,41,2010,3,9,1,P
456,0.0,2112.0,0.0,293.0,U7,I,U7,1,1,WGO,US,38,YHM,CA,936,2010,4,12,1,P
457,0.0,2134.0,0.0,777.0,U7,I,U7,1,1,MEM,US,54,YHM,CA,936,2010,4,12,2,P
458,0.0,2136.0,0.0,1392.0,AMQ,I,AMQ,1,4,YHM,CA,936,SAT,US,74,2010,2,6,3,P
459,0.0,2160.0,0.0,472.0,GFQ,I,GFQ,1,4,MQY,US,54,YQG,CA,936,2010,1,3,1,P
460,0.0,2214.0,0.0,1534.0,U7,I,U7,1,1,LRD,US,74,YHM,CA,936,2010,3,8,4,P
461,0.0,2230.0,0.0,317.0,U7,I,U7,1,1,HLM,US,43,YHM,CA,936,2010,3,7,1,P
462,0.0,2231.0,0.0,1561.0,U7,I,U7,1,1,MFE,US,74,YHM,CA,936,2010,4,11,4,P
463,0.0,2250.0,0.0,777.0,GFQ,I,GFQ,1,4,MEM,US,54,YHM,CA,936,2010,4,11,2,P
464,0.0,2281.0,0.0,1052.0,GFQ,I,GFQ,1,4,BDL,US,11,YYT,CA,961,2010,2,5,3,P
465,0.0,2304.0,0.0,1502.0,U7,I,U7,1,1,DRT,US,74,YHM,CA,936,2010,3,9,4,P
466,0.0,2398.0,0.0,565.0,AMQ,I,AMQ,1,4,YEG,CA,916,BIL,US,84,2010,2,5,2,L
467,0.0,2400.0,0.0,194.0,U7,I,U7,1,1,YHM,CA,936,YIP,US,43,2010,3,8,1,P
468,0.0,2400.0,0.0,1475.0,U7,I,U7,1,1,ELP,US,74,YQG,CA,936,2010,2,4,3,P
469,0.0,2407.0,0.0,367.0,U7,I,U7,1,1,YKF,CA,936,LUK,US,44,2010,2,6,1,P
470,0.0,2417.0,0.0,226.0,GFQ,I,GFQ,1,4,TOL,US,44,YHM,CA,936,2010,4,10,1,P
471,0.0,2486.0,0.0,1561.0,U7,I,U7,1,1,MFE,US,74,YHM,CA,936,2010,4,10,4,P
472,0.0,2572.0,0.0,626.0,FX,D,FX,3,3,YQG,CA,936,MEM,US,54,2010,4,11,2,G
473,0.0,2600.0,0.0,367.0,KLQ,D,KLQ,1,4,YKF,CA,936,LUK,US,44,2010,2,6,1,P
474,0.0,2623.0,0.0,186.0,U7,I,U7,1,1,DTW,US,43,YHM,CA,936,2010,4,10,1,P
475,0.0,2623.0,0.0,367.0,U7,I,U7,1,1,LUK,US,44,YKF,CA,936,2010,3,8,1,P
476,0.0,2628.0,0.0,1392.0,U7,I,U7,1,1,SAT,US,74,YHM,CA,936,2010,3,8,3,P
477,0.0,2675.0,0.0,1058.0,U7,I,U7,1,1,SHV,US,72,YHM,CA,936,2010,1,1,3,P
478,0.0,2720.0,0.0,168.0,U7,I,U7,1,1,YXU,CA,936,TOL,US,44,2010,4,10,1,P
479,0.0,2732.0,0.0,777.0,U7,I,U7,1,1,YHM,CA,936,MEM,US,54,2010,2,5,2,P
480,0.0,2773.0,0.0,1005.0,U7,I,U7,1,1,YXU,CA,936,SHV,US,72,2010,2,4,3,P
481,0.0,2861.0,0.0,1534.0,U7,I,U7,1,1,LRD,US,74,YHM,CA,936,2010,4,12,4,P
482,0.0,2882.0,0.0,1534.0,U7,I,U7,1,1,LRD,US,74,YHM,CA,936,2010,2,5,4,P
483,0.0,2890.0,0.0,565.0,U7,I,U7,1,1,HSV,US,51,YQG,CA,936,2010,1,3,2,P
484,0.0,2950.0,0.0,552.0,GFQ,I,GFQ,1,4,TYS,US,54,YHM,CA,936,2010,4,10,2,P
485,0.0,2985.0,0.0,793.0,U7,I,U7,1,1,YMX,CA,941,SDF,US,52,2010,2,5,2,P
486,0.0,3015.0,0.0,194.0,U7,I,U7,1,1,YHM,CA,936,YIP,US,43,2010,1,2,1,P
487,0.0,3050.0,0.0,559.0,GFQ,I,GFQ,1,4,YPQ,CA,936,RFD,US,41,2010,3,7,2,P
488,0.0,3109.0,0.0,135.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2010,2,4,1,G
489,0.0,3136.0,0.0,777.0,U7,I,U7,1,1,MEM,US,54,YHM,CA,936,2010,3,7,2,P
490,0.0,3173.0,0.0,1392.0,AMQ,I,AMQ,1,4,SAT,US,74,YHM,CA,936,2010,1,2,3,P
491,0.0,3200.0,0.0,284.0,U7,I,U7,1,1,GRR,US,43,YHM,CA,936,2010,4,10,1,P
492,0.0,3234.0,0.0,137.0,U7,I,U7,1,1,YNG,US,44,YHM,CA,936,2010,4,10,1,P
493,0.0,3300.0,0.0,1443.0,GFQ,I,GFQ,1,4,YSC,CA,941,TXK,US,71,2010,2,4,3,P
494,0.0,3305.0,0.0,471.0,KLQ,I,KLQ,1,4,YHM,CA,936,RFD,US,41,2010,2,5,1,P
495,0.0,3305.0,0.0,904.0,KLQ,D,KLQ,1,4,OCF,US,33,YQG,CA,936,2010,2,4,2,P
496,0.0,3338.0,2790.0,135.0,FX,D,FX,3,3,YWG,CA,926,GFK,US,66,2010,4,11,1,G
497,0.0,3375.0,0.0,514.0,GFQ,I,GFQ,1,4,MRN,US,36,YHM,CA,936,2010,2,6,2,P
498,0.0,3384.0,0.0,1502.0,GFQ,I,GFQ,1,4,DRT,US,74,YHM,CA,936,2010,1,2,4,P
499,0.0,3410.0,0.0,1232.0,KLQ,D,KLQ,1,4,SAT,US,74,YQG,CA,936,2010,4,10,3,P
500,0.0,3492.0,0.0,1058.0,U7,I,U7,1,1,SHV,US,72,YHM,CA,936,2010,1,2,3,P
501,0.0,3500.0,0.0,413.0,U7,I,U7,1,1,YXU,CA,936,SDF,US,52,2010,1,2,1,P
502,0.0,3514.0,0.0,1642.0,GFQ,I,GFQ,1,4,OGD,US,87,YHM,CA,936,2010,4,11,4,P
503,0.0,3575.0,0.0,1396.0,GFQ,I,GFQ,1,4,BRO,US,74,YQG,CA,936,2010,2,5,3,P
504,0.0,3600.0,0.0,472.0,U7,I,U7,1,1,MQY,US,54,YQG,CA,936,2010,1,3,1,P
505,0.0,3623.0,0.0,1392.0,GFQ,I,GFQ,1,4,SAT,US,74,YHM,CA,936,2010,4,10,3,P
506,0.0,3630.0,0.0,1546.0,U7,I,U7,1,1,BRO,US,74,YHM,CA,936,2010,3,8,4,P
507,0.0,3635.0,0.0,194.0,U7,I,U7,1,1,YIP,US,43,YHM,CA,936,2010,4,11,1,P
508,0.0,3679.0,0.0,1534.0,KLQ,D,KLQ,1,4,LRD,US,74,YHM,CA,936,2010,3,7,4,P
509,0.0,3690.0,0.0,563.0,U7,I,U7,1,1,MQY,US,54,YXU,CA,936,2010,4,12,2,P
510,0.0,3750.0,0.0,460.0,U7,I,U7,1,1,YHM,CA,936,SDF,US,52,2010,2,5,1,P
511,0.0,3780.0,0.0,406.0,U7,I,U7,1,1,IND,US,42,YHM,CA,936,2010,3,7,1,P
512,0.0,3794.0,0.0,413.0,U7,I,U7,1,1,YXU,CA,936,SDF,US,52,2010,4,12,1,P
513,0.0,3900.0,0.0,2328.0,AMQ,I,AMQ,1,4,YYT,CA,961,MSY,US,72,2010,1,1,5,P
514,0.0,3999.0,0.0,793.0,U7,I,U7,1,1,BGR,US,12,YYT,CA,961,2010,1,3,2,P
515,0.0,4000.0,0.0,1340.0,AMQ,I,AMQ,1,4,DRT,US,74,YQG,CA,936,2010,4,12,3,P
516,0.0,4003.0,0.0,626.0,FX,D,FX,3,3,MEM,US,54,YQG,CA,936,2010,1,2,2,G
517,0.0,4020.0,0.0,439.0,AMQ,I,AMQ,1,4,IND,US,42,YYZ,CA,936,2010,1,1,1,P
518,0.0,4058.0,0.0,1641.0,U7,I,U7,1,1,YHM,CA,936,ELP,US,74,2010,3,8,4,P
519,0.0,4060.0,0.0,226.0,U7,I,U7,1,1,TOL,US,44,YHM,CA,936,2010,4,12,1,P
520,0.0,4066.0,0.0,133.0,GFQ,I,GFQ,1,4,YIP,US,43,YXU,CA,936,2010,4,11,1,P
521,0.0,4275.0,0.0,1641.0,U7,I,U7,1,1,YHM,CA,936,ELP,US,74,2010,3,9,4,P
522,0.0,4347.0,0.0,317.0,GFQ,I,GFQ,1,4,DAY,US,44,YHM,CA,936,2010,1,2,1,P
523,0.0,4402.0,0.0,317.0,GFQ,I,GFQ,1,4,DAY,US,44,YHM,CA,936,2010,2,4,1,P
524,0.0,4495.0,0.0,1573.0,8C,A,8C,2,2,YYC,CA,916,TOL,US,44,2010,2,4,4,P
525,0.0,4500.0,0.0,518.0,GFQ,I,GFQ,1,4,HKY,US,36,YHM,CA,936,2010,2,6,2,P
526,0.0,4504.0,0.0,1632.0,FX,D,FX,3,3,MEM,US,54,YYC,CA,916,2010,1,2,4,P
527,0.0,4570.0,0.0,310.0,GFQ,I,GFQ,1,4,YHM,CA,936,FWA,US,42,2010,4,10,1,P
528,0.0,4583.0,0.0,1392.0,U7,I,U7,1,1,SAT,US,74,YHM,CA,936,2010,4,10,3,P
529,0.0,4620.0,0.0,518.0,U7,I,U7,1,1,HKY,US,36,YHM,CA,936,2010,4,10,2,P
530,0.0,4639.0,0.0,1536.0,U7,I,U7,1,1,HRL,US,74,YHM,CA,936,2010,4,11,4,P
531,0.0,4647.0,0.0,278.0,FX,D,FX,3,3,YYC,CA,916,GTF,US,84,2010,3,8,1,G
532,0.0,4683.0,0.0,314.0,GFQ,I,GFQ,1,4,YQG,CA,936,RFD,US,41,2010,2,6,1,P
533,0.0,4700.0,0.0,1561.0,KLQ,I,KLQ,1,4,MFE,US,74,YHM,CA,936,2010,1,1,4,P
534,0.0,4722.0,0.0,450.0,GFQ,I,GFQ,1,4,MRN,US,36,YQG,CA,936,2010,4,11,1,P
535,0.0,4794.0,0.0,354.0,U7,I,U7,1,1,SYR,US,22,YQG,CA,936,2010,1,3,1,P
536,0.0,4802.0,0.0,181.0,U7,I,U7,1,1,YKF,CA,936,YIP,US,43,2010,4,12,1,P
537,0.0,4806.0,0.0,1475.0,GFQ,I,GFQ,1,4,ELP,US,74,YQG,CA,936,2010,4,10,3,P
538,0.0,4831.0,0.0,1534.0,U7,I,U7,1,1,LRD,US,74,YHM,CA,936,2010,4,11,4,P
539,0.0,4860.0,0.0,1475.0,U7,I,U7,1,1,ELP,US,74,YQG,CA,936,2010,4,12,3,P
540,0.0,4865.0,0.0,789.0,U7,I,U7,1,1,CPR,US,88,YEG,CA,916,2010,1,3,2,P
541,0.0,5090.0,0.0,186.0,AMQ,I,AMQ,1,4,YHM,CA,936,DTW,US,43,2010,2,4,1,P
542,0.0,5136.0,0.0,626.0,FX,D,FX,3,3,MEM,US,54,YQG,CA,936,2010,4,11,2,G
543,0.0,5207.0,0.0,1396.0,GFQ,I,GFQ,1,4,BRO,US,74,YQG,CA,936,2010,4,11,3,P
544,0.0,5244.0,0.0,300.0,FX,D,FX,3,3,YMX,CA,941,BUF,US,22,2010,1,2,1,G
545,0.0,5292.0,0.0,1534.0,GFQ,I,GFQ,1,4,LRD,US,74,YHM,CA,936,2010,3,9,4,P
546,0.0,5342.0,0.0,226.0,U7,I,U7,1,1,TOL,US,44,YHM,CA,936,2010,1,1,1,P
547,0.0,5342.0,0.0,226.0,U7,I,U7,1,1,TOL,US,44,YHM,CA,936,2010,1,2,1,P
548,0.0,5346.0,0.0,626.0,U7,I,U7,1,1,MEM,US,54,YQG,CA,936,2010,4,11,2,P
549,0.0,5358.0,0.0,413.0,U7,I,U7,1,1,YXU,CA,936,SDF,US,52,2010,3,7,1,P
550,0.0,5499.0,0.0,1376.0,NC,D,NC,1,1,LRD,US,74,YQG,CA,936,2010,4,12,3,P
551,0.0,5508.0,0.0,450.0,GFQ,I,GFQ,1,4,MRN,US,36,YQG,CA,936,2010,2,4,1,P
552,0.0,5560.0,0.0,194.0,U7,I,U7,1,1,YIP,US,43,YHM,CA,936,2010,3,9,1,P
553,0.0,5630.0,0.0,1392.0,AMQ,I,AMQ,1,4,SAT,US,74,YHM,CA,936,2010,3,9,3,P
554,0.0,5736.0,0.0,2022.0,FX,D,FX,3,3,EWR,US,21,YYC,CA,916,2010,1,2,5,G
555,0.0,5770.0,0.0,1392.0,GFQ,I,GFQ,1,4,SAT,US,74,YHM,CA,936,2010,4,11,3,P
556,0.0,5800.0,0.0,472.0,KLQ,I,KLQ,1,4,MQY,US,54,YQG,CA,936,2010,1,3,1,P
557,0.0,5800.0,0.0,1641.0,KLQ,I,KLQ,1,4,YHM,CA,936,ELP,US,74,2010,4,10,4,P
558,0.0,5850.0,0.0,1019.0,GFQ,I,GFQ,1,4,YQG,CA,936,JZT,US,74,2010,2,6,3,P
559,0.0,5880.0,0.0,194.0,U7,I,U7,1,1,YHM,CA,936,YIP,US,43,2010,4,10,1,P
560,0.0,5990.0,0.0,503.0,GFQ,I,GFQ,1,4,HKY,US,36,YXU,CA,936,2010,4,12,2,P
561,0.0,6030.0,0.0,29.0,U7,I,U7,1,1,YIP,US,43,YQG,CA,936,2010,1,3,1,P
562,0.0,6030.0,0.0,694.0,AMQ,D,AMQ,1,4,HSV,US,51,YHM,CA,936,2010,2,6,2,P
563,0.0,6105.0,0.0,565.0,GFQ,I,GFQ,1,4,HSV,US,51,YQG,CA,936,2010,1,3,2,P
564,0.0,6133.0,0.0,406.0,U7,I,U7,1,1,YHM,CA,936,IND,US,42,2010,4,10,1,P
565,0.0,6179.0,0.0,989.0,5X,D,5X,3,3,YWG,CA,926,SDF,US,52,2010,4,11,2,G
566,0.0,6411.0,0.0,133.0,U7,I,U7,1,1,YIP,US,43,YXU,CA,936,2010,2,5,1,P
567,0.0,6600.0,0.0,401.0,KLQ,I,KLQ,1,4,TRI,US,54,YQG,CA,936,2010,1,1,1,P
568,0.0,6635.0,0.0,367.0,GFQ,I,GFQ,1,4,YKF,CA,936,LUK,US,44,2010,2,6,1,P
569,0.0,6660.0,0.0,565.0,KLQ,D,KLQ,1,4,HSV,US,51,YQG,CA,936,2010,3,7,2,P
570,0.0,6750.0,0.0,1054.0,GFQ,I,GFQ,1,4,SHV,US,72,YKF,CA,936,2010,4,10,3,P
571,0.0,6960.0,0.0,698.0,GFQ,I,GFQ,1,4,HSV,US,51,YKF,CA,936,2010,2,6,2,P
572,0.0,6964.0,0.0,1494.0,U7,I,U7,1,1,DRT,US,74,YKF,CA,936,2010,4,10,3,P
573,0.0,7006.0,0.0,127.0,EM,D,EM,1,5,YVR,CA,906,SEA,US,93,2010,3,9,1,G
574,0.0,7020.0,0.0,1854.0,AMQ,D,AMQ,1,4,IAH,US,74,YEG,CA,916,2010,1,3,4,P
575,0.0,7222.0,0.0,1475.0,GFQ,I,GFQ,1,4,ELP,US,74,YQG,CA,936,2010,4,12,3,P
576,0.0,7269.0,0.0,1534.0,U7,I,U7,1,1,LRD,US,74,YHM,CA,936,2010,3,9,4,P
577,0.0,7360.0,0.0,499.0,U7,I,U7,1,1,CLT,US,36,YQG,CA,936,2010,1,3,1,P
578,0.0,7448.0,0.0,518.0,AMQ,D,AMQ,1,4,HKY,US,36,YHM,CA,936,2010,2,6,2,P
579,0.0,7479.0,0.0,1641.0,GFQ,I,GFQ,1,4,YHM,CA,936,ELP,US,74,2010,4,10,4,P
580,0.0,7481.0,0.0,1893.0,WE,L,WE,2,2,YWG,CA,926,MIA,US,33,2010,2,4,4,P
581,0.0,7579.0,0.0,194.0,AMQ,I,AMQ,1,4,YHM,CA,936,YIP,US,43,2010,2,5,1,P
582,0.0,7628.0,0.0,1534.0,U7,I,U7,1,1,LRD,US,74,YHM,CA,936,2010,1,2,4,P
583,0.0,7654.0,0.0,626.0,GFQ,I,GFQ,1,4,MEM,US,54,YQG,CA,936,2010,4,11,2,P
584,0.0,7680.0,0.0,480.0,GFQ,I,GFQ,1,4,TRI,US,54,YHM,CA,936,2010,2,4,1,P
585,0.0,7743.0,0.0,1414.0,5Y,I,5Y,3,3,YMX,CA,941,MIA,US,33,2010,4,11,3,P
586,0.0,7790.0,0.0,709.0,AMQ,D,AMQ,1,4,MKL,US,54,YHM,CA,936,2010,2,6,2,P
587,0.0,7798.0,0.0,1208.0,L2,D,L2,1,1,ITH,US,22,YYT,CA,961,2010,2,4,3,P
588,0.0,7882.0,0.0,777.0,U7,I,U7,1,1,YHM,CA,936,MEM,US,54,2010,1,3,2,P
589,0.0,7888.0,0.0,433.0,GFQ,I,GFQ,1,4,DPA,US,41,YHM,CA,936,2010,4,11,1,P
590,0.0,7940.0,0.0,694.0,AMQ,I,AMQ,1,4,YHM,CA,936,HSV,US,51,2010,2,6,2,P
591,0.0,8003.0,0.0,214.0,FX,D,FX,3,3,YYZ,CA,936,DTW,US,43,2010,2,6,1,G
592,0.0,8032.0,0.0,551.0,GFQ,I,GFQ,1,4,CLT,US,36,YHM,CA,936,2010,4,10,2,P
593,0.0,8078.0,0.0,1385.0,9S,I,9S,2,2,ORD,US,41,YYC,CA,916,2010,1,3,3,P
594,0.0,8085.0,0.0,1206.0,FX,D,FX,3,3,YYC,CA,916,LAX,US,91,2010,2,5,3,G
595,0.0,8100.0,0.0,333.0,U7,I,U7,1,1,ITH,US,22,YQG,CA,936,2010,3,8,1,P
596,0.0,8196.0,0.0,2055.0,AMQ,I,AMQ,1,4,YHM,CA,936,PAE,US,93,2010,4,12,5,P
597,0.0,8215.0,0.0,284.0,GFQ,I,GFQ,1,4,GRR,US,43,YHM,CA,936,2010,2,6,1,P
598,0.0,8265.0,0.0,1392.0,U7,I,U7,1,1,SAT,US,74,YHM,CA,936,2010,2,4,3,P
599,0.0,8281.0,0.0,707.0,9S,I,9S,2,2,ORD,US,41,YWG,CA,926,2010,3,9,2,P
