Unnamed: 0,PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,REGION,CARRIER,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN,ORIGIN_COUNTRY,ORIGIN_WAC,DEST,DEST_COUNTRY,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
2184,6.0,0.0,0.0,1073.0,OH (1),D,OH,3,3,YUL,CA,941,BHM,US,51,2010,3,7,3,F
2185,6.0,0.0,0.0,1075.0,EV,D,EV,3,3,YYZ,CA,936,MLB,US,33,2010,1,2,3,F
2186,6.0,0.0,0.0,1080.0,0WQ,D,0WQ,1,1,YVR,CA,906,LAX,US,91,2010,4,12,3,L
2187,6.0,0.0,0.0,1088.0,OO,D,OO,3,3,YWG,CA,926,BNA,US,54,2010,4,10,3,F
2188,6.0,0.0,0.0,1157.0,OH (1),D,OH,3,3,YHZ,CA,951,CVG,US,52,2010,2,4,3,F
2189,6.0,0.0,0.0,1200.0,OH (1),D,OH,3,3,DFW,US,74,YYZ,CA,936,2010,4,11,3,F
2190,6.0,0.0,0.0,1200.0,OO,D,OO,3,3,YYC,CA,916,PSP,US,91,2010,3,9,3,F
2191,6.0,0.0,0.0,1200.0,UA,D,UA,3,3,YYZ,CA,936,DFW,US,74,2010,2,6,3,F
2192,6.0,0.0,0.0,1212.0,OO,D,OO,3,3,LGB,US,91,YYC,CA,916,2010,3,7,3,F
2193,6.0,0.0,0.0,1218.0,9E,D,9E,2,2,YQB,CA,941,BHM,US,51,2010,2,6,3,F
2194,6.0,0.0,0.0,1229.0,9E,D,9E,2,2,TUL,US,73,YOW,CA,936,2010,3,7,3,F
2195,6.0,0.0,0.0,1229.0,9E,D,9E,2,2,YOW,CA,936,TUL,US,73,2010,2,6,3,F
2196,6.0,0.0,0.0,1240.0,UA,D,UA,3,3,YYC,CA,916,MCI,US,64,2010,1,2,3,F
2197,6.0,0.0,0.0,1244.0,9E,D,9E,2,2,YUL,CA,941,VPS,US,33,2010,3,8,3,F
2198,6.0,0.0,0.0,1371.0,YV,D,YV,2,2,SNA,US,91,YEG,CA,916,2010,2,6,3,F
2199,6.0,0.0,0.0,1376.0,OO,D,OO,3,3,MKE,US,45,YEG,CA,916,2010,4,11,3,F
2200,6.0,0.0,0.0,1388.0,YV,D,YV,2,2,ELP,US,74,YYC,CA,916,2010,2,6,3,F
2201,6.0,0.0,0.0,1457.0,9E,D,9E,2,2,YQB,CA,941,TUL,US,73,2010,2,6,3,F
2202,6.0,0.0,0.0,1468.0,US,D,US,3,3,YEG,CA,916,TUS,US,81,2010,2,5,3,F
2203,6.0,0.0,0.0,1503.0,OO,D,OO,3,3,IAH,US,74,YOW,CA,936,2010,4,10,4,F
2204,6.0,0.0,0.0,1513.0,XJ,D,XJ,2,2,DFW,US,74,YUL,CA,941,2010,2,4,4,F
2205,6.0,0.0,0.0,1632.0,DL,D,DL,3,3,MEM,US,54,YYC,CA,916,2010,2,6,4,F
2206,6.0,0.0,0.0,1747.0,OO,D,OO,3,3,YYC,CA,916,IAH,US,74,2010,3,7,4,F
2207,6.0,0.0,0.0,1873.0,AA,D,AA,3,3,YYZ,CA,936,TUS,US,81,2010,2,6,4,F
2208,6.0,0.0,0.0,2040.0,DL,D,DL,3,3,YYC,CA,916,BDL,US,11,2010,2,4,5,F
2209,6.0,0.0,0.0,2060.0,US,D,US,3,3,CMH,US,44,YVR,CA,906,2010,1,1,5,F
2210,6.0,0.0,0.0,2092.0,XJ,D,XJ,2,2,YEG,CA,916,PVD,US,15,2010,2,5,5,F
2211,6.0,0.0,0.0,2158.0,AA,D,AA,3,3,YYZ,CA,936,SNA,US,91,2010,2,6,5,F
2212,6.0,0.0,0.0,2248.0,US,D,US,3,3,ATL,US,34,YVR,CA,906,2010,2,5,5,F
2213,6.0,0.0,0.0,2354.0,AA,D,AA,3,3,YUL,CA,941,RNO,US,85,2010,3,8,5,F
2214,6.0,0.0,0.0,2404.0,DL,D,DL,3,3,YVR,CA,906,RDU,US,36,2010,3,9,5,F
2215,6.0,0.0,0.0,2512.0,CP (2),D,CP,2,2,JAX,US,33,YVR,CA,906,2010,4,11,6,F
2216,7.0,0.0,0.0,82.0,KAH,D,KAH,1,6,KEH,US,93,YYJ,CA,906,2010,2,5,1,F
2217,7.0,0.0,0.0,82.0,KAH,D,KAH,1,6,YYJ,CA,906,KEH,US,93,2010,2,5,1,F
2218,7.0,0.0,0.0,86.0,KAH,D,KAH,1,6,LKE,US,93,YYJ,CA,906,2010,2,4,1,L
2219,7.0,0.0,0.0,128.0,KAH,D,KAH,1,6,LKE,US,93,ZNA,CA,906,2010,1,3,1,L
2220,7.0,0.0,0.0,128.0,KAH,D,KAH,1,6,LKE,US,93,ZNA,CA,906,2010,2,6,1,L
2221,7.0,0.0,0.0,128.0,KAH,D,KAH,1,6,ZNA,CA,906,LKE,US,93,2010,2,6,1,L
2222,7.0,0.0,0.0,137.0,KAH,D,KAH,1,6,YHS,CA,906,KEH,US,93,2010,3,7,1,F
2223,7.0,0.0,0.0,193.0,KAH,D,KAH,1,6,YAZ,CA,906,BFI,US,93,2010,3,7,1,L
2224,7.0,0.0,0.0,201.0,KAH,D,KAH,1,6,KEH,US,93,YDS,CA,906,2010,2,6,1,F
2225,7.0,0.0,0.0,207.0,KAH,D,KAH,1,6,YDS,CA,906,LKE,US,93,2010,3,8,1,L
2226,7.0,0.0,0.0,209.0,KAH,D,KAH,1,6,YHH,CA,906,KEH,US,93,2010,3,8,1,L
2227,7.0,0.0,0.0,213.0,C5,D,C5,1,6,YYZ,CA,936,FNT,US,43,2010,4,11,1,F
2228,7.0,0.0,0.0,216.0,KAH,D,KAH,1,6,YBL,CA,906,BFI,US,93,2010,3,7,1,L
2229,7.0,0.0,0.0,224.0,9E,D,9E,2,2,MBS,US,43,YYZ,CA,936,2010,3,7,1,F
2230,7.0,0.0,0.0,224.0,9E,D,9E,2,2,YYZ,CA,936,MBS,US,43,2010,2,5,1,F
2231,7.0,0.0,0.0,229.0,KAH,D,KAH,1,6,LKE,US,93,YIG,CA,906,2010,3,9,1,F
2232,7.0,0.0,0.0,229.0,KAH,D,KAH,1,6,YIG,CA,906,LKE,US,93,2010,3,9,1,F
2233,7.0,0.0,0.0,229.0,KAH,D,KAH,1,6,YIG,CA,906,LKE,US,93,2010,3,9,1,L
2234,7.0,0.0,0.0,283.0,KAH,D,KAH,1,6,PDX,US,92,YAZ,CA,906,2010,2,5,1,L
2235,7.0,0.0,0.0,283.0,KAH,D,KAH,1,6,YAZ,CA,906,PDX,US,92,2010,2,5,1,L
2236,7.0,0.0,0.0,298.0,KAH,D,KAH,1,6,YGN,CA,906,KEH,US,93,2010,3,7,1,F
2237,7.0,0.0,0.0,304.0,04Q,D,04Q,1,6,HPN,US,22,YUL,CA,941,2010,1,2,1,L
2238,7.0,0.0,0.0,305.0,9E,D,9E,2,2,YYZ,CA,936,CMH,US,44,2010,4,12,1,F
2239,7.0,0.0,0.0,305.0,OH (1),D,OH,3,3,YYZ,CA,936,CMH,US,44,2010,3,8,1,F
2240,7.0,0.0,0.0,317.0,9E,D,9E,2,2,AZO,US,43,YYZ,CA,936,2010,3,7,1,F
2241,7.0,0.0,0.0,317.0,9E,D,9E,2,2,AZO,US,43,YYZ,CA,936,2010,4,11,1,F
2242,7.0,0.0,0.0,327.0,9L,D,9L,2,2,YYZ,CA,936,BTV,US,16,2010,4,11,1,F
2243,7.0,0.0,0.0,333.0,09Q,D,09Q,1,4,YYZ,CA,936,MMU,US,21,2010,1,2,1,L
2244,7.0,0.0,0.0,496.0,OH (1),D,OH,3,3,SDF,US,52,YYZ,CA,936,2010,4,10,1,F
2245,7.0,0.0,0.0,524.0,OH (1),D,OH,3,3,YYZ,CA,936,GSO,US,36,2010,3,8,2,F
2246,7.0,0.0,0.0,564.0,9E,D,9E,2,2,YXU,CA,936,GSP,US,37,2010,4,11,2,F
2247,7.0,0.0,0.0,568.0,DL,D,DL,3,3,GRB,US,45,YWG,CA,926,2010,3,7,2,F
2248,7.0,0.0,0.0,582.0,9E,D,9E,2,2,YYZ,CA,936,LSE,US,45,2010,1,2,2,F
2249,7.0,0.0,0.0,595.0,9E,D,9E,2,2,ROA,US,38,YOW,CA,936,2010,2,5,2,F
2250,7.0,0.0,0.0,643.0,9E,D,9E,2,2,YYZ,CA,936,RST,US,63,2010,3,7,2,F
2251,7.0,0.0,0.0,690.0,KS,D,KS,1,5,ANC,US,1,YEV,CA,931,2010,1,3,2,L
2252,7.0,0.0,0.0,730.0,9E,D,9E,2,2,ATW,US,45,YUL,CA,941,2010,2,4,2,F
2253,7.0,0.0,0.0,730.0,OH (1),D,OH,3,3,YUL,CA,941,ATW,US,45,2010,4,10,2,F
2254,7.0,0.0,0.0,739.0,9E,D,9E,2,2,YWG,CA,926,GRR,US,43,2010,1,3,2,F
2255,7.0,0.0,0.0,765.0,9E,D,9E,2,2,YQB,CA,941,AZO,US,43,2010,1,1,2,F
2256,7.0,0.0,0.0,765.0,9E,D,9E,2,2,YQB,CA,941,AZO,US,43,2010,2,4,2,F
2257,7.0,0.0,0.0,796.0,OH (1),D,OH,3,3,YUL,CA,941,SDF,US,52,2010,3,8,2,F
2258,7.0,0.0,0.0,940.0,9E,D,9E,2,2,DSM,US,61,YOW,CA,936,2010,2,5,2,F
2259,7.0,0.0,0.0,940.0,9E,D,9E,2,2,YOW,CA,936,DSM,US,61,2010,4,10,2,F
2260,7.0,0.0,0.0,945.0,9E,D,9E,2,2,YWG,CA,926,CLE,US,44,2010,4,12,2,F
2261,7.0,0.0,0.0,968.0,EV,D,EV,3,3,YYZ,CA,936,JAN,US,53,2010,2,6,2,F
2262,7.0,0.0,0.0,979.0,DL,D,DL,3,3,YWG,CA,926,CMH,US,44,2010,1,2,2,F
2263,7.0,0.0,0.0,986.0,EV,D,EV,3,3,YYZ,CA,936,VPS,US,33,2010,3,9,2,F
2264,7.0,0.0,0.0,992.0,OO,D,OO,3,3,LAS,US,85,YVR,CA,906,2010,2,4,2,F
2265,7.0,0.0,0.0,1018.0,OO,D,OO,3,3,FAR,US,66,YOW,CA,936,2010,3,7,3,F
2266,7.0,0.0,0.0,1063.0,0WQ,D,0WQ,1,1,BUR,US,91,YVR,CA,906,2010,4,12,3,L
2267,7.0,0.0,0.0,1073.0,9E,D,9E,2,2,BHM,US,51,YUL,CA,941,2010,2,4,3,F
2268,7.0,0.0,0.0,1086.0,DL,D,DL,3,3,MSP,US,63,YEG,CA,916,2010,3,9,3,F
2269,7.0,0.0,0.0,1114.0,OH (1),D,OH,3,3,YYZ,CA,936,OKC,US,73,2010,3,7,3,F
2270,7.0,0.0,0.0,1139.0,9E,D,9E,2,2,YOW,CA,936,LIT,US,71,2010,4,10,3,F
2271,7.0,0.0,0.0,1140.0,9E,D,9E,2,2,FSD,US,67,YUL,CA,941,2010,2,5,3,F
2272,7.0,0.0,0.0,1167.0,OO,D,OO,3,3,RAP,US,67,YYZ,CA,936,2010,4,12,3,F
2273,7.0,0.0,0.0,1178.0,9E,D,9E,2,2,YWG,CA,926,TYS,US,54,2010,2,5,3,F
2274,7.0,0.0,0.0,1214.0,AA,D,AA,3,3,FLL,US,33,YYZ,CA,936,2010,2,6,3,F
2275,7.0,0.0,0.0,1244.0,EV,D,EV,3,3,YUL,CA,941,VPS,US,33,2010,2,6,3,F
2276,7.0,0.0,0.0,1275.0,OH (1),D,OH,3,3,PHL,US,23,YWG,CA,926,2010,3,9,3,F
2277,7.0,0.0,0.0,1280.0,OH (1),D,OH,3,3,YYZ,CA,936,IAH,US,74,2010,2,6,3,F
2278,7.0,0.0,0.0,1312.0,XJ,D,XJ,2,2,MSN,US,45,YEG,CA,916,2010,2,4,3,F
2279,7.0,0.0,0.0,1316.0,CP (2),D,CP,2,2,YEG,CA,916,MCI,US,64,2010,2,6,3,F
2280,7.0,0.0,0.0,1319.0,9E,D,9E,2,2,TUL,US,73,YUL,CA,941,2010,1,1,3,F
2281,7.0,0.0,0.0,1352.0,OO,D,OO,3,3,PSP,US,91,YEG,CA,916,2010,4,11,3,F
2282,7.0,0.0,0.0,1354.0,DL,D,DL,3,3,YWG,CA,926,BOS,US,13,2010,1,2,3,F
2283,7.0,0.0,0.0,1378.0,OO,D,OO,3,3,YWG,CA,926,IAH,US,74,2010,4,11,3,F
2284,7.0,0.0,0.0,1393.0,AA,D,AA,3,3,YUL,CA,941,MSY,US,72,2010,3,8,3,F
2285,7.0,0.0,0.0,1430.0,AA,D,AA,3,3,STL,US,64,YYC,CA,916,2010,2,6,3,F
2286,7.0,0.0,0.0,1430.0,AA,D,AA,3,3,YYC,CA,916,STL,US,64,2010,1,2,3,F
2287,7.0,0.0,0.0,1481.0,DL,D,DL,3,3,PSP,US,91,YWG,CA,926,2010,1,2,3,F
2288,7.0,0.0,0.0,1599.0,EV,D,EV,3,3,YUL,CA,941,HOU,US,74,2010,2,6,4,F
2289,7.0,0.0,0.0,1632.0,OO,D,OO,3,3,YYC,CA,916,MEM,US,54,2010,4,11,4,F
2290,7.0,0.0,0.0,1645.0,EV,D,EV,3,3,YHZ,CA,951,OMA,US,65,2010,2,6,4,F
2291,7.0,0.0,0.0,1777.0,CP (2),D,CP,2,2,MDW,US,41,YVR,CA,906,2010,4,12,4,F
2292,7.0,0.0,0.0,1787.0,CP (2),D,CP,2,2,YEG,CA,916,PIT,US,23,2010,1,2,4,F
2293,7.0,0.0,0.0,2097.0,UA,D,UA,3,3,PDX,US,92,YYZ,CA,936,2010,2,4,5,F
2294,7.0,0.0,0.0,2148.0,UA,D,UA,3,3,YVR,CA,906,BUF,US,22,2010,1,2,5,F
2295,7.0,0.0,0.0,2176.0,0WQ,D,0WQ,1,1,YYZ,CA,936,LAX,US,91,2010,3,7,5,L
2296,7.0,33.0,0.0,209.0,KAH,D,KAH,1,6,KEH,US,93,YHH,CA,906,2010,2,5,1,F
2297,8.0,0.0,0.0,70.0,KAH,D,KAH,1,6,YWH,CA,906,KEH,US,93,2010,1,3,1,L
2298,8.0,0.0,0.0,202.0,KAH,D,KAH,1,6,KEH,US,93,YGE,CA,906,2010,3,8,1,F
2299,8.0,0.0,0.0,212.0,OH (1),D,OH,3,3,CAK,US,44,YYZ,CA,936,2010,2,5,1,F
2300,8.0,0.0,0.0,214.0,KAH,D,KAH,1,6,LKE,US,93,YHH,CA,906,2010,3,7,1,L
2301,8.0,0.0,0.0,257.0,0WQ,D,0WQ,1,1,YYZ,CA,936,TOL,US,44,2010,3,7,1,L
2302,8.0,0.0,0.0,258.0,9E,D,9E,2,2,LAN,US,43,YYZ,CA,936,2010,4,10,1,F
2303,8.0,0.0,0.0,291.0,KAH,D,KAH,1,6,YMP,CA,906,KEH,US,93,2010,3,7,1,L
2304,8.0,0.0,0.0,295.0,KAH,D,KAH,1,6,LKE,US,93,YMP,CA,906,2010,3,7,1,L
2305,8.0,0.0,0.0,295.0,KAH,D,KAH,1,6,YMP,CA,906,LKE,US,93,2010,3,9,1,F
2306,8.0,0.0,0.0,298.0,KAH,D,KAH,1,6,YTG,CA,906,KEH,US,93,2010,3,9,1,F
2307,8.0,0.0,0.0,300.0,9E,D,9E,2,2,YXU,CA,936,MDT,US,23,2010,4,11,1,F
2308,8.0,0.0,0.0,304.0,04Q,D,04Q,1,6,HPN,US,22,YUL,CA,941,2010,2,6,1,L
2309,8.0,0.0,0.0,347.0,OH (1),D,OH,3,3,BWI,US,35,YYZ,CA,936,2010,1,1,1,F
2310,8.0,0.0,0.0,348.0,9E,D,9E,2,2,MDW,US,41,YXU,CA,936,2010,4,10,1,F
2311,8.0,0.0,0.0,439.0,C5,D,C5,1,6,IND,US,42,YYZ,CA,936,2010,4,11,1,F
2312,8.0,0.0,0.0,443.0,US,D,US,3,3,RIC,US,38,YYZ,CA,936,2010,3,9,1,F
2313,8.0,0.0,0.0,469.0,EV,D,EV,3,3,LEX,US,52,YYZ,CA,936,2010,1,2,1,F
2314,8.0,0.0,0.0,475.0,OH (1),D,OH,3,3,PIT,US,23,YUL,CA,941,2010,1,3,1,F
2315,8.0,0.0,0.0,500.0,OH (1),D,OH,3,3,CAK,US,44,YUL,CA,941,2010,2,5,2,F
2316,8.0,0.0,0.0,524.0,EV,D,EV,3,3,YYZ,CA,936,GSO,US,36,2010,4,11,2,F
2317,8.0,0.0,0.0,590.0,9E,D,9E,2,2,TYS,US,54,YYZ,CA,936,2010,1,2,2,F
2318,8.0,0.0,0.0,611.0,EV,D,EV,3,3,YUL,CA,941,GRR,US,43,2010,1,1,2,F
2319,8.0,0.0,0.0,649.0,XJ,D,XJ,2,2,YXU,CA,936,DSM,US,61,2010,1,3,2,F
2320,8.0,0.0,0.0,653.0,9E,D,9E,2,2,YOW,CA,936,MDW,US,41,2010,3,9,2,F
2321,8.0,0.0,0.0,654.0,AA,D,AA,3,3,STL,US,64,YYZ,CA,936,2010,3,8,2,F
2322,8.0,0.0,0.0,654.0,OH (1),D,OH,3,3,STL,US,64,YYZ,CA,936,2010,3,9,2,F
2323,8.0,0.0,0.0,682.0,9E,D,9E,2,2,YUL,CA,941,SBN,US,42,2010,3,8,2,F
2324,8.0,0.0,0.0,730.0,9E,D,9E,2,2,YYZ,CA,936,DSM,US,61,2010,2,4,2,F
2325,8.0,0.0,0.0,746.0,9E,D,9E,2,2,YUL,CA,941,MDW,US,41,2010,1,3,2,F
2326,8.0,0.0,0.0,788.0,9E,D,9E,2,2,YOW,CA,936,TYS,US,54,2010,3,8,2,F
2327,8.0,0.0,0.0,788.0,9E,D,9E,2,2,YOW,CA,936,TYS,US,54,2010,4,11,2,F
2328,8.0,0.0,0.0,788.0,9E,D,9E,2,2,YOW,CA,936,TYS,US,54,2010,4,12,2,F
2329,8.0,0.0,0.0,801.0,9E,D,9E,2,2,YWG,CA,926,FNT,US,43,2010,4,10,2,F
2330,8.0,0.0,0.0,846.0,OH (1),D,OH,3,3,YYZ,CA,936,OMA,US,65,2010,2,4,2,F
2331,8.0,0.0,0.0,857.0,9E,D,9E,2,2,YYZ,CA,936,FSD,US,67,2010,3,8,2,F
2332,8.0,0.0,0.0,865.0,9E,D,9E,2,2,YYZ,CA,936,FAR,US,66,2010,3,8,2,F
2333,8.0,0.0,0.0,895.0,9E,D,9E,2,2,YWG,CA,926,SGF,US,64,2010,3,8,2,F
2334,8.0,0.0,0.0,945.0,OO,D,OO,3,3,CLE,US,44,YWG,CA,926,2010,2,5,2,F
2335,8.0,0.0,0.0,956.0,XJ,D,XJ,2,2,YXE,CA,921,DSM,US,61,2010,1,1,2,F
2336,8.0,0.0,0.0,956.0,XJ,D,XJ,2,2,YXE,CA,921,DSM,US,61,2010,2,6,2,F
2337,8.0,0.0,0.0,957.0,9E,D,9E,2,2,YOW,CA,936,SAV,US,34,2010,1,2,2,F
2338,8.0,0.0,0.0,979.0,OH (1),D,OH,3,3,CMH,US,44,YWG,CA,926,2010,2,5,2,F
2339,8.0,0.0,0.0,986.0,EV,D,EV,3,3,YYZ,CA,936,VPS,US,33,2010,1,2,2,F
2340,8.0,0.0,0.0,986.0,EV,D,EV,3,3,YYZ,CA,936,VPS,US,33,2010,4,12,2,F
2341,8.0,0.0,0.0,999.0,9E,D,9E,2,2,TYS,US,54,YQB,CA,941,2010,3,7,2,F
2342,8.0,0.0,0.0,1021.0,9E,D,9E,2,2,YYZ,CA,936,ICT,US,62,2010,1,3,3,F
2343,8.0,0.0,0.0,1031.0,0WQ,D,0WQ,1,1,BUR,US,91,YYJ,CA,906,2010,1,1,3,L
2344,8.0,0.0,0.0,1050.0,9E,D,9E,2,2,BIS,US,66,YYZ,CA,936,2010,1,1,3,F
2345,8.0,0.0,0.0,1073.0,EV,D,EV,3,3,BHM,US,51,YUL,CA,941,2010,4,10,3,F
2346,8.0,0.0,0.0,1073.0,OH (1),D,OH,3,3,YUL,CA,941,BHM,US,51,2010,2,5,3,F
2347,8.0,0.0,0.0,1114.0,US,D,US,3,3,YVR,CA,906,DEN,US,82,2010,1,2,3,F
2348,8.0,0.0,0.0,1126.0,CP (2),D,CP,2,2,YXE,CA,921,ORD,US,41,2010,4,12,3,F
2349,8.0,0.0,0.0,1148.0,EV,D,EV,3,3,OMA,US,65,YUL,CA,941,2010,4,10,3,F
2350,8.0,0.0,0.0,1148.0,EV,D,EV,3,3,OMA,US,65,YUL,CA,941,2010,4,11,3,F
2351,8.0,0.0,0.0,1178.0,OO,D,OO,3,3,TYS,US,54,YWG,CA,926,2010,3,9,3,F
2352,8.0,0.0,0.0,1200.0,YV,D,YV,2,2,YYC,CA,916,PSP,US,91,2010,2,5,3,F
2353,8.0,0.0,0.0,1206.0,YV,D,YV,2,2,YYC,CA,916,LAX,US,91,2010,3,7,3,F
2354,8.0,0.0,0.0,1257.0,XJ,D,XJ,2,2,CLE,US,44,YQR,CA,921,2010,2,4,3,F
2355,8.0,0.0,0.0,1260.0,OH (1),D,OH,3,3,YUL,CA,941,JAN,US,53,2010,2,6,3,F
2356,8.0,0.0,0.0,1275.0,OH (1),D,OH,3,3,PHL,US,23,YWG,CA,926,2010,2,6,3,F
2357,8.0,0.0,0.0,1303.0,OH (1),D,OH,3,3,JFK,US,22,YWG,CA,926,2010,3,9,3,F
2358,8.0,0.0,0.0,1319.0,EV,D,EV,3,3,TUL,US,73,YUL,CA,941,2010,4,10,3,F
2359,8.0,0.0,0.0,1385.0,CP (2),D,CP,2,2,ORD,US,41,YYC,CA,916,2010,4,11,3,F
2360,8.0,0.0,0.0,1399.0,DL,D,DL,3,3,YYC,CA,916,MDW,US,41,2010,1,1,3,F
2361,8.0,0.0,0.0,1584.0,EV,D,EV,3,3,IAH,US,74,YUL,CA,941,2010,1,1,4,F
2362,8.0,0.0,0.0,1584.0,XJ,D,XJ,2,2,IAH,US,74,YUL,CA,941,2010,2,6,4,F
2363,8.0,0.0,0.0,1630.0,CP (2),D,CP,2,2,DFW,US,74,YEG,CA,916,2010,2,6,4,F
2364,8.0,0.0,0.0,1639.0,OH (1),D,OH,3,3,MCI,US,64,YHZ,CA,951,2010,3,8,4,F
2365,8.0,0.0,0.0,1668.0,EV,D,EV,3,3,YYZ,CA,936,ELP,US,74,2010,4,10,4,F
2366,8.0,0.0,0.0,1669.0,XJ,D,XJ,2,2,YUL,CA,941,AUS,US,74,2010,2,6,4,F
2367,8.0,0.0,0.0,1963.0,US,D,US,3,3,YVR,CA,906,DTW,US,43,2010,1,1,4,F
2368,8.0,0.0,0.0,2158.0,AA,D,AA,3,3,YYZ,CA,936,SNA,US,91,2010,3,8,5,F
2369,8.0,0.0,0.0,2249.0,US,D,US,3,3,OAK,US,91,YYZ,CA,936,2010,1,2,5,F
2370,8.0,0.0,0.0,2335.0,DL,D,DL,3,3,YVR,CA,906,CLT,US,36,2010,3,9,5,F
2371,8.0,0.0,0.0,2356.0,DL,D,DL,3,3,YEG,CA,916,TPA,US,33,2010,4,12,5,F
2372,8.0,0.0,0.0,2404.0,UA,D,UA,3,3,RDU,US,36,YVR,CA,906,2010,4,12,5,F
2373,8.0,0.0,0.0,3032.0,UA,D,UA,3,3,ANC,US,1,YYZ,CA,936,2010,3,7,7,F
2374,8.0,0.0,0.0,3082.0,0WQ,D,0WQ,1,1,BUR,US,91,YYR,CA,961,2010,2,6,7,L
2375,8.0,40.0,0.0,298.0,KAH,D,KAH,1,6,KEH,US,93,YGN,CA,906,2010,3,8,1,F
2376,8.0,632.0,0.0,2032.0,DL,D,DL,3,3,BDL,US,11,YEG,CA,916,2010,1,1,5,F
2377,9.0,0.0,0.0,18.0,KAH,D,KAH,1,6,YWH,CA,906,FRD,US,93,2010,2,6,1,L
2378,9.0,0.0,0.0,70.0,KAH,D,KAH,1,6,YWH,CA,906,KEH,US,93,2010,3,8,1,L
2379,9.0,0.0,0.0,73.0,KAH,D,KAH,1,6,YWH,CA,906,LKE,US,93,2010,2,5,1,L
2380,9.0,0.0,0.0,82.0,KAH,D,KAH,1,6,KEH,US,93,YYJ,CA,906,2010,3,7,1,F
2381,9.0,0.0,0.0,82.0,KAH,D,KAH,1,6,YYJ,CA,906,KEH,US,93,2010,2,6,1,F
2382,9.0,0.0,0.0,82.0,KAH,D,KAH,1,6,YYJ,CA,906,KEH,US,93,2010,3,9,1,F
2383,9.0,0.0,0.0,121.0,KAH,D,KAH,1,6,CXH,CA,906,LKE,US,93,2010,3,7,1,L
2384,9.0,0.0,0.0,175.0,KAH,D,KAH,1,6,KEH,US,93,YPW,CA,906,2010,4,12,1,L
2385,9.0,0.0,0.0,175.0,KAH,D,KAH,1,6,YPW,CA,906,KEH,US,93,2010,4,12,1,L
2386,9.0,0.0,0.0,193.0,KAH,D,KAH,1,6,YAZ,CA,906,BFI,US,93,2010,2,6,1,L
2387,9.0,0.0,0.0,201.0,KAH,D,KAH,1,6,YDS,CA,906,KEH,US,93,2010,3,9,1,F
2388,9.0,0.0,0.0,202.0,KAH,D,KAH,1,6,YGE,CA,906,KEH,US,93,2010,3,8,1,F
2389,9.0,0.0,0.0,205.0,KAH,D,KAH,1,6,YBL,CA,906,KEH,US,93,2010,2,6,1,F
2390,9.0,0.0,0.0,222.0,9E,D,9E,2,2,YYZ,CA,936,PIT,US,23,2010,4,10,1,F
2391,9.0,0.0,0.0,224.0,9E,D,9E,2,2,MBS,US,43,YYZ,CA,936,2010,1,3,1,F
2392,9.0,0.0,0.0,229.0,KAH,D,KAH,1,6,YIG,CA,906,LKE,US,93,2010,3,8,1,F
2393,9.0,0.0,0.0,305.0,9E,D,9E,2,2,TVC,US,43,YYZ,CA,936,2010,2,6,1,F
2394,9.0,0.0,0.0,305.0,9E,D,9E,2,2,TVC,US,43,YYZ,CA,936,2010,3,8,1,F
2395,9.0,0.0,0.0,305.0,OH (1),D,OH,3,3,YYZ,CA,936,CMH,US,44,2010,3,7,1,F
2396,9.0,0.0,0.0,340.0,9E,D,9E,2,2,YYZ,CA,936,FWA,US,42,2010,2,5,1,F
2397,9.0,0.0,0.0,347.0,OH (1),D,OH,3,3,PHL,US,23,YYZ,CA,936,2010,1,2,1,F
2398,9.0,0.0,0.0,443.0,9E,D,9E,2,2,RIC,US,38,YYZ,CA,936,2010,3,8,1,F
2399,9.0,0.0,0.0,445.0,9E,D,9E,2,2,ATW,US,45,YYZ,CA,936,2010,4,12,1,F
2400,9.0,0.0,0.0,463.0,KS,D,KS,1,5,FAI,US,1,YEV,CA,931,2010,1,3,1,L
2401,9.0,0.0,0.0,475.0,OH (1),D,OH,3,3,PIT,US,23,YUL,CA,941,2010,1,2,1,F
2402,9.0,0.0,0.0,496.0,OH (1),D,OH,3,3,YYZ,CA,936,SDF,US,52,2010,2,6,1,F
2403,9.0,0.0,0.0,510.0,7H,D,7H,1,5,YUB,CA,931,FAI,US,1,2010,3,8,2,L
2404,9.0,0.0,0.0,540.0,OH (1),D,OH,3,3,YYZ,CA,936,RDU,US,36,2010,1,2,2,F
2405,9.0,0.0,0.0,570.0,9E,D,9E,2,2,YUL,CA,941,LAN,US,43,2010,1,3,2,F
2406,9.0,0.0,0.0,580.0,OH (1),D,OH,3,3,RIC,US,38,YUL,CA,941,2010,3,8,2,F
2407,9.0,0.0,0.0,590.0,9E,D,9E,2,2,TYS,US,54,YYZ,CA,936,2010,4,10,2,F
2408,9.0,0.0,0.0,597.0,OH (1),D,OH,3,3,YWG,CA,926,OMA,US,65,2010,3,7,2,F
2409,9.0,0.0,0.0,654.0,OH (1),D,OH,3,3,STL,US,64,YYZ,CA,936,2010,3,8,2,F
2410,9.0,0.0,0.0,724.0,OH (1),D,OH,3,3,YUL,CA,941,GSO,US,36,2010,3,8,2,F
2411,9.0,0.0,0.0,739.0,9E,D,9E,2,2,YWG,CA,926,GRR,US,43,2010,1,2,2,F
