DISTANCE,UNIQUE_CARRIER,ORIGIN,ORIGIN_WAC,DEST,DEST_WAC,YEAR,MONTH,CLASS
5.978885764901122,85,457,941,243,23,2011,8,0
6.194405391104672,0,399,946,146,22,2017,6,2
4.59511985013459,64,335,93,409,906,2011,5,0
6.133398042996649,13,406,936,283,52,2014,7,1
4.852030263919617,64,459,906,284,93,2013,3,0
6.907755278982137,17,372,54,375,941,2010,7,0
4.48863636973214,45,212,93,328,906,2015,8,0
7.656337166430183,23,274,91,347,936,2012,10,3
6.606650186198215,34,475,936,15,34,2011,2,0
5.231108616854587,70,108,43,347,936,2011,2,3
6.902742737158593,34,457,941,15,34,2012,8,0
7.016609683894219,71,459,906,90,82,2016,10,0
6.927557906278317,66,99,82,338,916,2016,2,0
5.529429087511423,64,288,92,397,906,2015,10,0
6.618738983517219,66,457,941,232,41,2011,11,0
7.685703061234547,20,201,91,412,936,2012,4,0
5.846438775057725,40,177,38,412,936,2013,3,0
6.717804695023691,58,177,38,350,951,2014,9,0
6.486160788944089,53,428,936,232,41,2010,8,0
7.016609683894219,58,99,82,397,906,2015,7,0
5.978885764901122,72,291,23,395,941,2010,6,0
6.927557906278317,58,470,916,286,91,2014,7,0
5.811140992976701,17,457,941,163,22,2014,1,0
5.75890177387728,45,477,906,34,93,2015,5,2
6.3784261836515865,56,475,936,68,36,2018,7,0
6.07993319509559,71,276,41,412,936,2013,2,0
6.3784261836515865,85,74,36,412,936,2010,3,0
7.336285660021297,48,214,74,347,936,2016,5,2
7.466799475018602,83,470,916,152,74,2015,8,0
7.805474625270857,71,34,11,397,906,2012,8,0
6.118097198041348,58,335,93,407,916,2016,10,0
7.415776975415394,30,475,936,292,87,2016,9,0
7.685703061234547,73,475,936,171,91,2010,9,0
6.78105762593618,66,276,41,375,941,2011,1,0
5.886104031450156,85,475,936,89,38,2016,3,0
6.754604099487962,34,475,936,125,67,2012,2,0
6.927557906278317,66,99,82,338,916,2010,8,0
7.475339236566737,1,459,906,87,74,2013,2,2
7.470224135899966,20,101,74,397,906,2014,6,0
5.981414211254481,17,460,926,212,63,2016,5,0
6.664409020350408,58,99,82,398,926,2018,10,0
6.664409020350408,58,99,82,398,926,2018,4,0
5.983936280687191,53,414,936,232,41,2013,5,0
7.329093736246592,53,101,74,407,916,2018,11,0
5.652489180268651,70,158,43,347,936,2015,5,3
7.270312886079025,30,459,906,212,63,2017,8,0
6.089044875446846,17,108,43,368,936,2015,12,0
5.846438775057725,3,177,38,412,936,2015,12,2
6.902742737158593,17,18,34,395,941,2015,10,0
6.089044875446846,38,184,42,412,936,2018,5,1
6.618738983517219,58,457,941,232,41,2018,6,0
6.025865973825314,17,475,936,83,52,2010,6,0
7.0587581525186645,66,474,961,111,21,2011,3,0
6.9865664594064265,58,459,906,171,91,2012,11,0
6.419994928147142,80,126,21,350,951,2010,5,0
7.586803535162581,20,459,906,152,74,2017,9,0
6.689599269178967,85,457,941,68,36,2014,12,0
5.10594547390058,78,192,1,405,911,2018,9,0
7.122866658599083,34,276,41,350,951,2014,4,0
6.042632833682381,57,233,45,412,936,2010,7,0
6.089044875446846,66,184,42,412,936,2012,6,0
6.274762021241939,41,313,36,355,936,2013,8,3
6.68586094706836,71,338,91,397,906,2016,9,0
5.971261839790462,0,435,936,146,22,2017,7,2
7.80710329012598,20,348,91,395,941,2013,6,0
6.541029999189903,84,409,951,243,23,2014,9,0
7.32052696227274,58,180,62,397,906,2011,11,0
7.004881989712859,20,191,22,384,961,2010,9,0
6.102558594613569,17,50,13,412,936,2012,6,0
5.8805329864007,53,475,936,175,22,2017,1,0
6.682108597449809,30,459,906,292,87,2012,8,0
7.685703061234547,20,475,936,171,91,2013,2,0
6.208590026096629,13,475,936,283,52,2012,2,1
6.075346031088684,17,224,41,412,936,2010,2,0
6.682108597449809,30,459,906,292,87,2014,7,0
7.115582126184454,20,459,906,244,81,2017,2,0
6.732210706467206,20,475,936,189,64,2010,6,2
4.804021044733257,45,93,906,180,93,2015,9,2
7.0587581525186645,71,474,961,111,21,2014,6,0
5.488937726156687,1,457,941,33,13,2016,11,2
5.8522024797744745,28,126,21,412,936,2010,4,0
7.496097345175956,46,18,34,410,961,2014,8,3
6.118097198041348,64,470,916,284,93,2016,10,0
7.059617628291383,58,396,916,286,91,2014,3,0
7.466227556215481,28,179,74,407,916,2011,2,0
5.981414211254481,13,460,926,212,63,2018,3,1
6.902742737158593,30,18,34,395,941,2017,12,0
7.234177179749849,66,276,41,407,916,2015,12,0
5.855071922202427,30,475,936,111,21,2017,12,2
5.855071922202427,84,475,936,111,21,2014,8,0
5.3706380281276624,34,108,43,412,936,2015,12,0
6.682108597449809,30,345,87,397,906,2014,9,0
5.41610040220442,38,428,936,51,22,2015,4,1
5.8522024797744745,85,475,936,55,35,2017,3,0
6.133398042996649,13,333,52,347,936,2015,9,1
5.796057750765372,66,428,936,111,21,2015,5,0
7.01571242048723,38,423,941,193,54,2015,9,1
4.59511985013459,58,472,906,284,93,2017,1,0
7.116394144093465,30,460,926,150,38,2015,3,2
7.234177179749849,58,470,916,232,41,2010,10,0
3.9889840465642745,45,388,906,123,93,2014,3,0
6.699500340161678,85,97,38,350,951,2012,5,0
7.210079628170788,58,302,91,338,916,2010,12,0
6.07993319509559,84,475,936,232,41,2014,6,0
6.664409020350408,58,99,82,398,926,2017,12,0
6.0867747269123065,84,475,936,259,15,2015,2,0
6.565264970035361,23,68,37,347,936,2017,9,3
6.926577033222725,58,470,916,286,91,2010,5,0
6.327936783729195,58,335,93,338,916,2016,6,0
5.541263545158426,42,457,941,48,13,2014,4,2
4.59511985013459,64,335,93,409,906,2017,5,0
6.85751406254539,17,249,63,395,941,2017,6,0
5.783825182329737,53,457,941,175,22,2017,6,0
7.198931240688173,42,326,74,403,936,2015,1,2
5.937536205082426,42,141,22,412,936,2013,3,2
6.095824562432225,80,436,941,111,21,2010,3,0
6.563855526532128,58,276,41,398,926,2014,11,0
6.763884908562435,58,417,906,286,91,2014,12,0
5.986452005284438,70,163,42,347,936,2016,1,3
4.812184355372417,21,459,906,34,93,2012,9,1
6.85751406254539,81,249,63,395,941,2011,6,0
5.805134968916488,84,457,941,111,21,2018,9,0
4.836281906951478,81,466,936,98,43,2010,2,0
6.486160788944089,66,276,41,368,936,2014,9,0
7.910223707097344,71,459,906,178,2,2012,7,0
6.958448393297656,17,249,63,407,916,2015,12,0
5.648974238161206,0,110,11,395,941,2015,7,2
4.919980925828125,38,460,926,129,66,2012,3,1
6.9865664594064265,29,459,906,171,91,2016,8,0
7.576609766973037,71,470,916,150,38,2015,7,0
5.318119993844216,45,389,906,180,93,2010,8,2
7.001245622069476,72,272,65,407,916,2013,10,0
7.311218384419629,30,459,906,274,63,2012,5,0
7.475905969367397,20,459,906,232,41,2018,11,0
5.783825182329737,53,457,941,175,22,2014,6,0
7.469654172932128,20,101,74,397,906,2011,2,0
7.685703061234547,20,475,936,171,91,2014,11,0
7.072421900537371,14,460,926,87,74,2015,2,2
6.115892125483034,64,470,916,284,93,2011,4,0
6.194405391104672,83,177,38,395,941,2015,3,0
6.85751406254539,29,457,941,212,63,2013,3,0
7.090076835776092,20,475,936,92,74,2017,8,0
7.595889917718538,72,97,38,338,916,2012,7,0
6.618738983517219,66,276,41,395,941,2012,3,0
7.155396301896734,83,179,74,412,936,2018,5,0
7.071573364211532,71,459,906,276,91,2014,5,0
6.068425588244111,48,207,52,347,936,2012,7,3
6.089044875446846,38,184,42,412,936,2015,5,1
5.529429087511423,64,459,906,240,92,2013,1,0
6.638567789166521,58,472,906,286,91,2016,10,0
6.486160788944089,53,276,41,368,936,2014,1,0
6.194405391104672,40,177,38,395,941,2011,10,0
7.090909822079984,28,475,936,92,74,2010,6,2
6.07993319509559,58,276,41,412,936,2017,7,0
7.466799475018602,71,179,74,407,916,2015,7,0
7.016609683894219,58,459,906,90,82,2016,5,0
6.8679744089702925,13,470,916,125,67,2012,5,1
7.224753405767971,71,396,916,294,91,2012,1,0
6.113682179832232,23,414,936,266,41,2012,10,3
6.898714534329988,13,460,926,283,52,2012,12,1
6.274762021241939,66,108,43,395,941,2015,5,0
7.182352111885263,40,99,82,412,936,2012,12,0
6.07993319509559,40,475,936,232,41,2011,7,0
6.756932389247553,85,457,941,218,37,2015,3,0
7.226209010100671,20,396,916,244,81,2015,12,0
7.01301578963963,20,475,936,213,72,2010,4,0
7.496097345175956,30,473,961,15,34,2018,5,0
6.07993319509559,71,276,41,412,936,2016,1,0
7.76004068088038,71,459,906,150,38,2013,6,0
6.6240652277998935,66,457,941,157,42,2013,4,0
6.095824562432225,34,126,21,375,941,2013,12,0
7.182352111885263,58,99,82,412,936,2013,12,0
7.016609683894219,58,99,82,397,906,2010,1,0
6.68586094706836,71,338,91,397,906,2012,7,0
7.403061091090091,13,470,916,283,52,2010,11,1
5.762051382780177,17,24,43,412,936,2010,7,0
7.76004068088038,71,177,38,397,906,2014,4,0
4.859812404361672,45,212,93,418,906,2016,6,2
5.924255797414532,84,475,936,32,11,2013,10,0
7.122866658599083,66,276,41,350,951,2012,8,0
7.226209010100671,72,396,916,244,81,2012,12,0
5.783825182329737,25,457,941,175,22,2016,5,0
6.870053411798126,38,423,941,297,64,2015,6,1
6.927557906278317,66,99,82,338,916,2011,4,0
7.202661196523238,20,457,941,238,33,2014,6,0
7.600902459542082,29,459,906,283,52,2010,12,0
5.849324779946859,40,475,936,150,38,2011,4,0
5.762051382780177,41,96,44,347,936,2016,6,3
7.155396301896734,80,179,74,412,936,2011,12,0
6.486160788944089,34,428,936,232,41,2012,3,0
7.016609683894219,71,99,82,397,906,2015,2,0
5.855071922202427,34,126,21,412,936,2017,7,0
5.811140992976701,53,457,941,163,22,2013,6,0
5.337538079701318,38,129,66,398,926,2017,3,1
6.78105762593618,58,276,41,375,941,2010,2,0
7.3987862754199485,38,470,916,193,54,2011,7,1
6.70073110954781,38,475,936,193,54,2011,10,1
6.902742737158593,17,457,941,15,34,2012,7,0
5.986452005284438,70,163,42,347,936,2015,11,3
4.59511985013459,64,335,93,409,906,2013,7,0
4.262679877041316,45,461,906,166,93,2017,4,0
5.831882477283517,17,146,42,412,936,2010,10,0
7.307202314764738,72,350,64,338,916,2012,7,0
7.685703061234547,71,475,936,171,91,2011,3,0
6.958448393297656,17,249,63,407,916,2015,2,0
6.594413459749778,58,99,82,381,921,2011,12,0
5.84354441703136,38,423,941,111,21,2010,3,1
6.85751406254539,34,457,941,212,63,2012,9,0
6.787844982309579,34,457,941,58,37,2012,7,0
6.85751406254539,81,249,63,395,941,2011,11,0
6.274762021241939,30,108,43,395,941,2017,5,0
6.520621127558696,30,249,63,412,936,2012,11,2
5.783825182329737,65,457,941,175,22,2012,12,0
6.486160788944089,58,276,41,368,936,2016,5,0
5.267858159063328,38,72,44,412,936,2014,9,1
7.336285660021297,23,214,74,347,936,2015,10,3
6.419994928147142,80,126,21,350,951,2011,2,0
7.001245622069476,71,272,65,407,916,2015,7,0
7.329093736246592,20,470,916,92,74,2011,11,0
7.938088726896952,20,231,33,397,906,2017,1,0
4.812184355372417,13,36,93,397,906,2016,10,1
5.981414211254481,58,249,63,398,926,2018,10,0
5.934894195619588,14,406,936,83,52,2013,7,3
7.095893221097532,72,470,916,171,91,2014,5,0
5.783825182329737,25,209,22,395,941,2016,6,0
7.234177179749849,20,470,916,232,41,2010,7,0
6.898714534329988,58,276,41,381,921,2010,9,0
4.859812404361672,45,212,93,418,906,2011,11,2
3.970291913552122,45,312,93,418,906,2018,6,2
5.811140992976701,53,457,941,163,22,2010,12,0
6.580639137284949,58,470,916,292,87,2012,5,0
7.067319848653476,7,342,91,338,916,2018,3,2
6.3784261836515865,85,475,936,68,36,2017,4,0
6.618738983517219,40,276,41,395,941,2011,1,0
6.408528791059498,34,439,946,111,21,2014,8,0
6.4457198193855785,34,428,936,202,45,2013,2,0
5.267858159063328,28,475,936,65,44,2011,8,2
6.78105762593618,58,276,41,375,941,2010,3,0
6.769641976852503,39,118,87,338,916,2013,12,2
5.648974238161206,0,305,15,395,941,2016,7,2
6.07993319509559,25,276,41,412,936,2015,12,0
6.677083461247136,13,423,941,283,52,2016,3,1
5.3706380281276624,34,108,43,412,936,2011,1,0
7.525639975041535,71,396,916,152,74,2012,5,0
7.259116128097101,58,396,916,232,41,2010,10,0
7.449498005382849,42,443,961,62,37,2015,8,2
6.616065185132817,38,423,941,157,42,2013,8,1
5.541263545158426,70,50,13,395,941,2012,2,2
4.59511985013459,64,472,906,284,93,2013,9,0
6.095824562432225,34,436,941,111,21,2016,10,0
7.405495663199472,19,91,52,407,916,2015,2,3
6.07993319509559,71,276,41,412,936,2018,3,0
6.927557906278317,58,470,916,286,91,2016,6,0
5.849324779946859,40,475,936,150,38,2010,7,0
7.182352111885263,40,475,936,90,82,2013,8,0
5.8522024797744745,84,475,936,243,23,2013,9,0
5.855071922202427,84,126,21,412,936,2016,10,0
7.769378609513984,71,459,906,89,38,2010,3,0
7.475905969367397,71,276,41,397,906,2010,3,0
7.665753431861699,41,334,91,347,936,2015,5,3
7.576609766973037,71,177,38,407,916,2012,2,0
6.486160788944089,25,428,936,232,41,2016,11,0
6.133398042996649,70,406,936,283,52,2015,1,3
6.902742737158593,34,457,941,15,34,2015,7,0
5.855071922202427,38,126,21,412,936,2018,11,1
5.986452005284438,53,276,41,355,936,2015,10,0
5.978885764901122,13,460,926,212,63,2010,12,1
7.847371836159788,71,474,961,152,74,2013,4,0
4.30406509320417,45,461,906,180,93,2011,10,0
6.913737350659685,70,466,936,289,72,2010,4,3
5.831882477283517,0,455,936,146,22,2010,3,2
7.466227556215481,71,470,916,152,74,2012,2,0
6.194405391104672,83,457,941,150,38,2015,11,0
8.063692634269517,79,396,916,226,2,2016,2,2
4.859812404361672,45,212,93,418,906,2018,10,2
7.155396301896734,58,179,74,412,936,2013,11,0
7.744569809354496,71,222,33,407,916,2013,3,0
6.522092798170152,17,249,63,412,936,2010,12,0
5.811140992976701,17,191,22,395,941,2011,9,0
6.113682179832232,41,414,936,266,41,2012,10,3
7.016609683894219,58,99,82,397,906,2016,9,0
6.957497370876951,58,296,23,398,926,2010,11,0
6.095824562432225,34,436,941,111,21,2013,10,0
7.525639975041535,28,396,916,152,74,2011,12,0
5.8805329864007,30,209,22,412,936,2012,5,2
6.8679744089702925,13,470,916,125,67,2016,5,1
7.233455418621439,1,136,33,395,941,2018,3,2
7.0587581525186645,34,474,961,111,21,2014,1,0
5.8664680569332965,0,169,22,412,936,2017,9,2
6.99117688712121,29,249,63,338,916,2011,6,0
7.572502985020384,20,200,85,412,936,2012,4,0
7.016609683894219,71,99,82,397,906,2018,10,0
5.529429087511423,64,288,92,397,906,2014,10,0
6.919683849847411,66,409,951,98,43,2012,2,0
7.428333194190806,66,91,52,338,916,2015,9,0
7.862497197230545,71,365,33,397,906,2012,11,0
6.994849985833071,38,225,54,398,926,2017,5,1
3.8918202981106265,45,321,93,84,906,2010,3,2
7.226209010100671,72,396,916,244,81,2010,12,0
7.329093736246592,20,101,74,407,916,2013,2,0
7.155396301896734,34,179,74,412,936,2012,7,0
7.270312886079025,29,249,63,397,906,2015,3,0
6.48768401848461,58,249,63,381,921,2010,4,0
6.8679744089702925,13,142,67,407,916,2018,5,1
5.783825182329737,40,209,22,395,941,2016,10,0
6.3784261836515865,84,475,936,68,36,2013,5,0
5.8522024797744745,84,475,936,243,23,2015,9,0
6.689599269178967,84,74,36,395,941,2018,5,0
7.155396301896734,71,179,74,412,936,2018,9,2
6.70073110954781,57,475,936,193,54,2010,12,0
7.0587581525186645,28,126,21,411,961,2011,5,0
6.99117688712121,66,396,916,212,63,2012,12,0
6.1092475827643655,83,177,38,368,936,2015,8,0
6.008813185442595,42,296,23,368,936,2015,2,2
7.862497197230545,71,365,33,397,906,2012,7,0
7.83002808253384,30,459,906,48,13,2011,8,0
4.30406509320417,45,461,906,180,93,2012,1,0
6.068425588244111,70,207,52,347,936,2015,3,3
7.155396301896734,58,475,936,152,74,2012,11,0
5.659482215759621,45,25,906,180,93,2017,8,2
6.016157159698354,45,480,906,34,93,2011,10,2
7.862497197230545,71,459,906,309,33,2018,5,0
6.520621127558696,40,475,936,212,63,2018,1,0
6.013715156042802,48,75,42,355,936,2012,3,3
5.8522024797744745,85,291,23,412,936,2017,9,0
6.680854678790215,30,464,921,212,63,2014,12,0
5.3706380281276624,17,475,936,98,43,2016,11,0
7.586803535162581,71,179,74,397,906,2017,6,0
6.025865973825314,17,475,936,83,52,2014,10,0
6.309918278226516,58,470,916,240,92,2015,11,0
4.30406509320417,45,461,906,180,93,2017,11,0
5.267858159063328,57,475,936,65,44,2010,6,0
6.9865664594064265,24,459,906,171,91,2015,6,0
6.194405391104672,83,177,38,395,941,2016,8,0
6.68586094706836,71,459,906,286,91,2014,12,0
6.274762021241939,17,108,43,395,941,2013,6,0
6.133398042996649,65,457,941,55,35,2014,1,0
4.30406509320417,45,212,93,399,906,2014,12,2
5.267858159063328,66,475,936,65,44,2014,2,0
6.089044875446846,17,108,43,368,936,2013,3,0
7.1180162044653335,20,475,936,199,33,2014,11,0
5.768320995793772,9,357,21,368,936,2017,9,2
6.682108597449809,29,459,906,292,87,2012,8,0
6.689599269178967,84,457,941,68,36,2012,4,0
6.1092475827643655,83,428,936,150,38,2014,11,0
7.166265974133638,58,441,921,255,91,2011,11,0
5.869296913133774,58,276,41,403,936,2015,6,0
6.682108597449809,17,475,936,38,51,2010,2,0
6.07993319509559,40,475,936,232,41,2017,12,0
6.99117688712121,30,396,916,212,63,2018,12,2
7.110696122978827,72,293,81,407,916,2012,12,0
6.85751406254539,34,457,941,212,63,2013,8,0
5.8522024797744745,38,126,21,412,936,2011,3,1
7.110696122978827,72,470,916,244,81,2012,5,0
5.869296913133774,34,276,41,403,936,2015,8,0
7.258412150595307,58,396,916,232,41,2016,3,0
6.133398042996649,70,333,52,347,936,2013,3,3
5.796057750765372,34,126,21,368,936,2015,1,0
6.746412128573375,20,470,916,269,85,2015,11,0
7.83002808253384,72,50,13,397,906,2011,3,0
7.182352111885263,58,475,936,90,82,2017,6,0
7.202661196523238,9,287,33,395,941,2017,4,2
6.767343125265392,39,396,916,292,87,2012,12,2
5.846438775057725,71,475,936,150,38,2016,7,0
3.4011973816621555,45,380,93,399,906,2010,9,2
7.00669522683704,84,181,81,407,916,2015,7,2
5.327876168789581,45,196,93,325,906,2010,8,0
6.846943139585379,17,107,61,368,936,2010,12,0
5.971261839790462,82,475,936,4,21,2017,3,2
6.580639137284949,29,470,916,292,87,2018,7,0
5.981414211254481,13,249,63,398,926,2013,12,1
6.68586094706836,71,338,91,397,906,2013,12,0
7.692569648067906,71,475,936,293,91,2012,4,0
6.62273632394984,85,74,36,368,936,2013,6,0
7.573017256052546,38,225,54,397,906,2015,8,1
6.520621127558696,57,475,936,212,63,2011,7,0
6.272877006546167,57,457,941,98,43,2010,5,0
5.3706380281276624,17,475,936,98,43,2011,3,0
7.1180162044653335,20,475,936,199,33,2011,8,0
7.259116128097101,58,396,916,232,41,2010,6,0
5.855071922202427,38,475,936,111,21,2011,10,1
7.573017256052546,38,459,906,193,54,2015,12,1
6.78105762593618,58,276,41,375,941,2010,4,0
7.270312886079025,29,459,906,212,63,2011,11,0
5.811140992976701,30,191,22,395,941,2016,7,0
8.017307507688582,38,475,936,10,1,2011,4,1
6.606650186198215,30,18,34,412,936,2016,2,0
6.102558594613569,30,475,936,48,13,2012,6,2
7.110696122978827,83,470,916,244,81,2010,6,0
7.203405521083095,20,475,936,78,82,2017,11,0
6.927557906278317,58,396,916,90,82,2014,12,0
5.855071922202427,66,475,936,111,21,2014,10,0
6.408528791059498,80,126,21,380,946,2010,9,0
6.664409020350408,34,99,82,398,926,2014,11,0
6.20455776256869,80,72,44,395,941,2011,6,0
5.886104031450156,70,75,42,403,936,2012,5,3
7.428333194190806,21,91,52,338,916,2013,12,3
6.912742820493176,17,475,936,311,73,2010,10,0
6.408528791059498,28,126,21,380,946,2010,7,0
6.958448393297656,58,470,916,212,63,2017,2,0
6.689599269178967,84,74,36,395,941,2012,7,0
6.194405391104672,34,457,941,150,38,2013,7,0
6.802394763324311,66,99,82,407,916,2014,11,0
7.202661196523238,9,287,33,395,941,2018,4,2
6.3784261836515865,30,74,36,412,936,2018,2,2
6.898714534329988,58,276,41,381,921,2010,11,0
7.110696122978827,72,470,916,244,81,2013,3,0
5.981414211254481,58,460,926,212,63,2014,1,0
7.370860166536716,58,466,936,292,87,2011,9,0
4.330733340286331,0,54,16,395,941,2013,8,2
7.090076835776092,20,101,74,412,936,2016,10,0
7.118826249062078,20,475,936,199,33,2010,12,0
6.580639137284949,58,470,916,292,87,2013,2,0
4.59511985013459,58,472,906,284,93,2016,11,0
7.111512116496157,20,293,81,407,916,2015,12,0
5.3706380281276624,30,108,43,412,936,2014,3,2
6.638567789166521,58,338,91,409,906,2011,4,0
5.594711379601839,41,96,44,403,936,2014,9,3
4.852030263919617,24,335,93,397,906,2018,8,0
5.855071922202427,38,475,936,111,21,2018,3,1
6.206575926724928,34,457,941,65,44,2013,3,0
5.783825182329737,53,209,22,395,941,2015,6,0
6.159095388491933,41,437,936,207,54,2010,12,3
7.368339686311381,83,179,74,395,941,2016,3,0
6.80128303447162,71,470,916,90,82,2010,2,0
7.3987862754199485,38,225,54,407,916,2014,1,1
4.59511985013459,64,472,906,284,93,2018,12,0
6.56244409369372,58,460,926,232,41,2011,3,0
6.133398042996649,13,333,52,347,936,2013,4,1
7.616775808698373,66,209,22,338,916,2013,4,0
6.07993319509559,84,475,936,232,41,2018,9,0
7.227662498728654,48,214,74,376,936,2010,8,3
5.846438775057725,58,177,38,412,936,2014,2,0
4.919980925828125,38,460,926,129,66,2013,1,1
6.85751406254539,34,457,941,212,63,2013,5,0
5.793013608384144,17,428,936,175,22,2017,10,0
7.234177179749849,71,470,916,232,41,2013,7,0
4.812184355372417,13,459,906,34,93,2015,6,1
6.70073110954781,38,225,54,412,936,2012,12,1
7.396948602621014,20,396,916,92,74,2016,1,0
5.267858159063328,34,475,936,65,44,2014,3,0
6.522092798170152,58,249,63,412,936,2010,7,0
7.155396301896734,80,475,936,152,74,2010,1,0
5.981414211254481,17,249,63,398,926,2016,4,0
7.873978379604501,71,222,33,397,906,2012,8,0
6.8679744089702925,13,142,67,407,916,2017,8,1
7.683863980256429,71,459,906,213,72,2012,2,0
5.41610040220442,42,428,936,51,22,2011,10,2
6.958448393297656,30,470,916,212,63,2011,8,0
7.188412736496954,84,475,936,112,33,2013,2,0
7.442492722794441,38,396,916,193,54,2012,4,1
6.68586094706836,71,459,906,286,91,2014,4,0
7.343426229147367,12,52,74,355,936,2018,3,3
5.905361848054571,66,191,22,412,936,2016,2,0
6.898714534329988,13,460,926,283,52,2012,2,1
7.586803535162581,71,179,74,397,906,2017,4,0
5.298317366548036,45,196,93,31,906,2014,9,0
6.606650186198215,57,475,936,15,34,2012,1,0
6.486160788944089,66,428,936,232,41,2011,9,0
6.07993319509559,25,276,41,412,936,2018,9,0
5.971261839790462,67,475,936,4,21,2011,10,2
7.368339686311381,83,179,74,395,941,2015,8,0
5.8522024797744745,84,291,23,412,936,2016,3,0
7.935229539816907,72,136,33,397,906,2012,9,0
7.154615356913663,71,325,91,407,916,2012,3,0
6.505784060128229,17,108,43,375,941,2011,3,0
7.586803535162581,71,179,74,397,906,2012,8,0
7.155396301896734,34,475,936,152,74,2013,3,0
7.470224135899966,20,101,74,397,906,2018,11,0
6.664409020350408,34,99,82,398,926,2013,2,0
4.23410650459726,84,475,936,51,22,2018,3,0
7.582229194276461,71,108,43,397,906,2015,8,0
4.30406509320417,45,212,93,399,906,2017,12,0
5.811140992976701,53,457,941,163,22,2012,10,0
5.783825182329737,17,457,941,175,22,2013,8,0
6.208590026096629,13,333,52,412,936,2012,6,1
4.852030263919617,32,459,906,284,93,2010,10,1
4.852030263919617,24,459,906,284,93,2010,6,0
8.432506383249043,71,475,936,226,2,2012,3,0
6.274762021241939,34,108,43,395,941,2011,12,0
6.680854678790215,58,249,63,401,921,2017,4,0
5.811140992976701,65,457,941,163,22,2012,12,0
6.48768401848461,58,441,921,212,63,2012,8,0
6.962243464266207,71,222,33,412,936,2012,12,0
7.258412150595307,66,276,41,338,916,2014,6,0
7.475905969367397,20,459,906,232,41,2010,6,0
5.739792912179234,45,477,906,180,93,2015,6,2
7.538494999413465,71,459,906,277,74,2012,9,0
6.993932975223189,51,48,54,398,926,2018,6,2
7.434257382133135,71,470,916,277,74,2013,1,0
6.80128303447162,71,99,82,407,916,2011,8,0
6.133398042996649,13,406,936,283,52,2014,8,1
7.470224135899966,20,459,906,92,74,2012,8,0
7.234177179749849,66,276,41,407,916,2015,2,0
7.055312843339752,84,409,951,83,52,2017,12,0
6.999422467507961,71,365,33,412,936,2016,5,2
5.2832037287379885,45,27,906,166,93,2014,9,0
6.486160788944089,53,276,41,368,936,2010,1,0
5.981414211254481,58,460,926,212,63,2013,2,0
6.3784261836515865,30,74,36,412,936,2014,1,2
7.182352111885263,40,99,82,412,936,2017,11,0
6.837332814685591,42,428,936,15,34,2011,2,2
7.258412150595307,58,276,41,338,916,2014,11,0
5.720311776607412,58,249,63,382,936,2010,9,0
7.608374474380783,21,91,52,397,906,2010,4,1
6.07993319509559,58,276,41,412,936,2011,10,0
4.852030263919617,21,459,906,284,93,2018,8,1
6.78105762593618,84,315,38,350,951,2012,2,0
6.091309882077698,40,191,22,375,941,2015,9,0
4.852030263919617,24,335,93,397,906,2017,1,0
7.01301578963963,66,475,936,213,72,2013,8,0
6.958448393297656,17,470,916,212,63,2016,1,0
6.3784261836515865,84,74,36,412,936,2011,4,0
7.155396301896734,58,179,74,412,936,2018,5,0
6.520621127558696,34,249,63,412,936,2015,5,0
4.852030263919617,32,459,906,284,93,2011,6,1
6.20455776256869,80,72,44,395,941,2010,6,0
5.267858159063328,27,72,44,412,936,2010,9,0
6.677083461247136,13,333,52,363,941,2012,10,1
6.618738983517219,66,276,41,395,941,2012,5,0
6.464588303689961,85,48,54,412,936,2013,12,0
6.85751406254539,29,457,941,212,63,2012,5,0
7.247792581767846,20,457,941,199,33,2016,2,0
7.629489916393995,71,72,44,397,906,2013,5,0
6.393590753950631,34,209,22,350,951,2013,9,0
6.926577033222725,72,338,91,407,916,2013,11,0
6.968850378341948,58,464,921,204,41,2011,11,0
6.025865973825314,17,91,52,412,936,2015,6,0
6.025865973825314,17,91,52,412,936,2011,3,0
6.75343791859778,58,464,921,90,82,2013,6,0
4.852030263919617,24,459,906,284,93,2018,12,0
6.091309882077698,17,191,22,375,941,2014,10,0
2.8903717578961645,45,312,93,399,906,2018,8,2
6.93537044601511,72,470,916,290,91,2015,3,0
7.86480400332846,71,474,961,90,82,2015,8,0
6.113682179832232,41,414,936,266,41,2012,8,3
7.475905969367397,71,459,906,232,41,2013,9,0
6.274762021241939,17,457,941,98,43,2017,7,0
7.110696122978827,83,293,81,407,916,2013,7,0
6.408528791059498,80,126,21,380,946,2011,3,0
6.9865664594064265,29,459,906,171,91,2014,9,0
7.395107546562485,23,117,74,355,936,2013,2,3
4.812184355372417,21,36,93,397,906,2014,6,1
7.466227556215481,28,179,74,407,916,2010,8,0
6.327936783729195,64,335,93,338,916,2015,11,0
5.796057750765372,1,126,21,368,936,2014,12,2
6.680854678790215,17,464,921,212,63,2015,2,0
5.308267697401205,45,445,906,166,93,2018,8,2
6.089044875446846,66,184,42,412,936,2012,10,0
5.811140992976701,17,457,941,163,22,2018,2,0
7.6246189861593985,58,436,941,292,87,2011,4,0
7.67693714581808,71,325,91,412,936,2013,1,0
7.247792581767846,20,231,33,395,941,2016,1,0
7.115582126184454,20,293,81,397,906,2018,2,0
6.6240652277998935,66,184,42,395,941,2013,4,0
