DISTANCE,UNIQUE_CARRIER,ORIGIN,ORIGIN_WAC,DEST,DEST_WAC,YEAR,MONTH,CLASS
7.214504414151143,72,396,916,171,91,2014,11,0
5.796057750765372,34,126,21,368,936,2017,4,0
5.755742213586912,45,196,93,76,906,2015,8,0
5.717027701406222,84,436,941,7,22,2016,6,0
5.805134968916488,84,126,21,395,941,2018,3,0
7.683863980256429,71,251,72,397,906,2012,5,0
6.118097198041348,64,335,93,407,916,2018,4,0
6.85751406254539,34,249,63,395,941,2015,12,0
4.852030263919617,29,335,93,397,906,2014,8,0
7.753194269884341,48,251,72,411,961,2011,5,3
6.618738983517219,58,457,941,232,41,2017,2,0
7.055312843339752,84,409,951,83,52,2017,10,0
5.886104031450156,85,475,936,89,38,2016,5,0
7.01301578963963,66,475,936,213,72,2015,7,0
7.573017256052546,71,200,85,412,936,2010,3,0
7.134890851565884,68,181,81,338,916,2015,10,2
6.958448393297656,30,470,916,212,63,2011,7,0
7.685243607975833,20,201,91,412,936,2011,8,0
6.396929655216146,66,457,941,70,44,2016,1,0
6.618738983517219,25,457,941,232,41,2017,4,0
7.239214973779806,42,408,941,119,33,2010,10,2
7.213768308118642,34,18,34,350,951,2013,6,0
6.618738983517219,53,457,941,232,41,2013,8,0
7.182352111885263,40,475,936,90,82,2017,11,0
5.805134968916488,34,126,21,395,941,2013,11,0
7.182352111885263,71,475,936,90,82,2014,10,0
6.1092475827643655,66,428,936,150,38,2011,10,0
6.85751406254539,30,249,63,395,941,2015,5,0
6.272877006546167,57,108,43,395,941,2010,7,0
5.811140992976701,17,191,22,395,941,2013,6,0
5.805134968916488,34,457,941,111,21,2013,3,0
7.1180162044653335,9,475,936,199,33,2018,11,2
7.576609766973037,71,177,38,407,916,2015,6,0
5.849324779946859,0,475,936,305,21,2016,10,2
7.0587581525186645,58,396,916,286,91,2011,2,0
7.1180162044653335,30,231,33,412,936,2015,4,2
6.580639137284949,58,345,87,407,916,2015,1,0
6.135564891081739,70,173,42,347,936,2018,11,3
7.577633832602728,70,411,43,397,906,2018,11,3
6.408528791059498,34,126,21,380,946,2013,1,0
6.190315405853148,85,457,941,89,38,2013,8,0
7.3987862754199485,38,225,54,407,916,2013,11,1
6.8679744089702925,13,470,916,125,67,2011,4,1
6.566672429803241,14,423,941,83,52,2016,8,3
6.688354713946762,85,74,36,395,941,2011,5,0
6.682108597449809,17,39,51,412,936,2010,9,0
5.648974238161206,45,31,906,166,93,2014,8,0
6.8679744089702925,13,470,916,125,67,2010,7,1
6.102558594613569,53,50,13,412,936,2010,8,0
7.552762084214147,50,18,34,411,961,2010,9,3
6.9865664594064265,30,459,906,171,91,2017,7,0
5.811140992976701,40,457,941,163,22,2016,4,0
6.927557906278317,71,396,916,90,82,2015,5,0
7.685703061234547,20,201,91,412,936,2011,3,0
4.812184355372417,13,459,906,34,93,2018,5,1
7.416979621381154,20,470,916,65,44,2012,7,0
4.852030263919617,64,335,93,397,906,2011,7,0
7.6128310304073565,71,396,916,111,21,2014,9,0
6.115892125483034,64,335,93,407,916,2010,9,0
6.78105762593618,58,436,941,232,41,2011,3,0
7.816416983691801,72,136,33,407,916,2011,1,0
6.520621127558696,58,249,63,412,936,2015,3,0
7.935229539816907,71,136,33,397,906,2015,6,0
6.095824562432225,34,436,941,111,21,2017,3,0
7.213768308118642,34,18,34,350,951,2013,8,0
6.80128303447162,58,470,916,90,82,2010,8,0
5.796057750765372,34,428,936,111,21,2014,8,0
5.541263545158426,9,457,941,48,13,2018,1,2
7.68017564043659,3,56,91,412,936,2012,9,2
7.83002808253384,71,50,13,397,906,2013,1,0
7.258412150595307,58,276,41,338,916,2012,3,0
6.580639137284949,58,345,87,407,916,2018,12,0
6.113682179832232,9,141,22,369,936,2018,6,2
6.898714534329988,58,276,41,381,921,2013,1,0
7.685703061234547,20,475,936,171,91,2014,10,0
5.68697535633982,45,196,93,77,906,2015,8,0
6.541029999189903,85,409,951,243,23,2012,6,0
6.520621127558696,17,475,936,212,63,2012,11,0
5.981414211254481,17,249,63,398,926,2017,3,0
6.133398042996649,85,457,941,55,35,2013,10,0
4.59511985013459,64,335,93,409,906,2018,4,0
7.155396301896734,83,475,936,152,74,2018,8,0
6.075346031088684,17,428,936,188,43,2010,2,0
7.102499355774649,42,475,936,119,33,2015,1,2
6.486160788944089,34,428,936,232,41,2015,10,0
6.324358962381311,17,294,41,412,936,2010,12,0
7.600902459542082,13,459,906,283,52,2016,2,1
7.016609683894219,20,99,82,397,906,2015,7,0
5.981414211254481,30,249,63,398,926,2018,10,0
7.685243607975833,71,475,936,171,91,2011,7,0
5.978885764901122,85,291,23,395,941,2014,10,0
5.8522024797744745,84,475,936,243,23,2011,10,0
6.638567789166521,58,472,906,286,91,2017,8,0
7.692113339595466,71,320,22,397,906,2012,12,0
6.78105762593618,1,428,936,297,64,2018,1,2
7.525639975041535,72,179,74,338,916,2015,3,0
7.403670290012373,55,117,74,347,936,2013,3,3
7.234177179749849,71,276,41,407,916,2017,8,0
4.262679877041316,45,196,93,399,906,2015,12,2
7.351158226430694,20,459,906,189,64,2016,2,0
6.620073206530356,49,15,1,394,931,2010,7,2
4.262679877041316,45,196,93,399,906,2016,5,0
6.638567789166521,58,338,91,409,906,2016,10,0
6.3784261836515865,84,74,36,412,936,2017,9,0
7.756195343948118,30,74,36,397,906,2010,8,0
7.270312886079025,58,249,63,397,906,2016,3,0
6.927557906278317,58,470,916,286,91,2015,5,0
7.0587581525186645,71,126,21,411,961,2015,7,0
4.30406509320417,45,461,906,180,93,2013,1,0
7.090076835776092,20,101,74,412,936,2011,11,0
6.089044875446846,30,475,936,157,42,2018,3,2
6.194405391104672,66,177,38,395,941,2014,6,0
7.586803535162581,71,179,74,397,906,2014,12,0
7.842671474979457,71,136,33,338,916,2013,4,0
6.246106765481563,85,436,941,243,23,2014,4,0
7.01571242048723,38,225,54,363,941,2016,10,1
7.586803535162581,28,459,906,152,74,2011,9,0
4.912654885736052,38,460,926,129,66,2011,2,1
7.016609683894219,71,99,82,397,906,2010,12,0
6.049733455231958,9,429,936,146,22,2018,8,2
5.978885764901122,84,291,23,395,941,2011,10,0
5.981414211254481,58,249,63,398,926,2017,11,0
6.104793232414985,58,442,936,232,41,2014,3,0
5.356586274672012,45,196,93,57,906,2014,6,0
6.68586094706836,71,338,91,397,906,2014,4,0
6.07993319509559,53,475,936,232,41,2016,11,0
6.80128303447162,58,470,916,90,82,2012,11,0
6.895682697747868,34,475,936,241,33,2010,2,0
4.262679877041316,45,461,906,166,93,2016,6,2
7.595889917718538,71,396,916,55,35,2015,3,0
5.805134968916488,34,457,941,111,21,2018,11,0
7.823245690685523,3,35,13,397,906,2015,6,2
4.852030263919617,64,459,906,284,93,2014,6,0
6.75343791859778,58,464,921,90,82,2014,12,0
6.958448393297656,30,470,916,212,63,2012,6,0
5.886104031450156,85,97,38,412,936,2014,12,0
7.572502985020384,71,200,85,412,936,2011,10,0
7.234177179749849,58,470,916,232,41,2017,4,0
4.897839799950911,54,411,43,403,936,2011,9,3
7.573017256052546,38,459,906,193,54,2011,9,1
5.981414211254481,13,460,926,212,63,2011,12,1
5.978885764901122,84,291,23,395,941,2017,1,0
7.470224135899966,20,101,74,397,906,2016,1,0
7.322510433997394,20,101,74,395,941,2013,2,0
6.664409020350408,58,460,926,90,82,2018,8,0
7.80710329012598,20,348,91,395,941,2011,7,0
7.085901464365611,14,475,936,87,74,2016,10,2
7.155396301896734,34,179,74,412,936,2015,4,0
6.327936783729195,38,396,916,284,93,2015,2,1
5.793013608384144,80,428,936,259,15,2011,4,0
5.68697535633982,1,428,936,33,13,2017,4,2
6.618738983517219,58,457,941,232,41,2017,3,0
6.802394763324311,58,99,82,407,916,2017,1,0
7.277938572945661,13,396,916,10,1,2015,3,1
6.419994928147142,34,409,951,111,21,2013,6,0
6.689599269178967,84,457,941,156,36,2011,12,0
5.739792912179234,41,146,42,347,936,2015,8,3
6.3784261836515865,84,475,936,68,36,2010,7,0
5.811140992976701,53,457,941,163,22,2018,3,0
7.785720896534624,71,459,906,267,38,2012,11,0
6.56244409369372,58,276,41,398,926,2011,7,0
7.155396301896734,34,179,74,412,936,2013,10,0
5.8522024797744745,85,291,23,412,936,2014,2,0
6.486160788944089,25,276,41,368,936,2018,3,0
7.234177179749849,66,470,916,232,41,2013,12,0
6.095824562432225,34,436,941,111,21,2015,2,0
6.395261598115449,13,460,926,229,65,2016,3,1
7.572502985020384,71,475,936,170,85,2015,12,0
5.3706380281276624,40,475,936,98,43,2018,3,0
7.415776975415394,30,345,87,412,936,2016,5,0
7.927685045615778,5,390,906,163,22,2012,5,2
7.769378609513984,72,459,906,89,38,2014,4,0
5.934894195619588,60,91,52,347,936,2016,6,3
7.280008252884188,66,470,916,134,43,2015,5,0
6.1224928095143865,42,409,951,259,15,2011,7,2
7.563719668414366,1,200,85,347,936,2013,9,2
6.835184586147301,57,381,71,412,936,2010,8,0
5.3706380281276624,45,438,906,180,93,2015,7,2
7.239932591320469,57,457,941,213,72,2010,7,0
6.507277712385012,17,436,941,98,43,2011,7,0
7.01571242048723,38,225,54,363,941,2013,12,1
7.558516743045645,72,184,42,397,906,2011,5,0
5.855071922202427,84,126,21,412,936,2017,8,0
7.247792581767846,20,457,941,199,33,2010,1,0
6.927557906278317,71,338,91,407,916,2017,8,0
5.905361848054571,53,475,936,163,22,2010,9,0
7.633369649679584,81,313,36,338,916,2011,2,0
6.1092475827643655,83,428,936,150,38,2018,8,0
6.274762021241939,17,108,43,395,941,2013,9,0
5.062595033026967,9,437,936,70,44,2017,5,2
6.745236349484363,58,470,916,269,85,2010,8,0
6.07993319509559,58,276,41,412,936,2014,11,0
7.368339686311381,66,179,74,395,941,2011,6,0
7.10085190894405,68,288,92,398,926,2010,8,2
6.208590026096629,9,333,52,412,936,2017,10,2
5.8805329864007,53,209,22,412,936,2017,3,0
6.927557906278317,58,338,91,407,916,2017,9,0
6.522092798170152,17,249,63,412,936,2010,2,0
5.8522024797744745,71,475,936,55,35,2014,6,2
6.99117688712121,29,249,63,338,916,2011,4,0
6.025865973825314,17,475,936,83,52,2014,12,0
7.059617628291383,72,338,91,338,916,2014,4,0
7.115582126184454,28,293,81,397,906,2011,7,0
2.995732273553991,45,461,906,117,93,2017,9,2
6.779921907472252,17,224,41,375,941,2010,5,0
6.902742737158593,17,457,941,15,34,2013,2,0
5.981414211254481,58,249,63,398,926,2017,2,0
6.927557906278317,58,338,91,407,916,2016,6,0
6.8679744089702925,13,142,67,407,916,2011,2,1
6.682108597449809,58,459,906,292,87,2011,9,0
7.345364840416867,71,61,84,412,936,2017,8,0
6.408528791059498,34,126,21,380,946,2012,1,0
6.3784261836515865,56,74,36,412,936,2018,7,0
7.573017256052546,38,225,54,397,906,2013,2,1
7.234177179749849,84,276,41,407,916,2017,1,0
7.155396301896734,58,179,74,412,936,2015,5,0
5.267858159063328,27,72,44,412,936,2011,11,0
7.028201432058005,34,464,921,232,41,2014,6,0
6.740519359606223,71,272,65,412,936,2015,7,0
6.520621127558696,30,475,936,212,63,2018,11,2
6.111467339502679,25,428,936,150,38,2011,3,0
7.315218389752975,23,106,74,347,936,2015,10,3
5.983936280687191,53,276,41,355,936,2012,12,0
6.208590026096629,13,333,52,412,936,2016,3,1
4.820281565605037,34,55,22,403,936,2015,4,0
7.756195343948118,30,459,906,68,36,2010,9,0
6.85751406254539,58,249,63,395,941,2010,7,0
5.3706380281276624,40,108,43,412,936,2016,12,0
7.182352111885263,71,475,936,90,82,2015,6,0
6.985641817639208,24,201,91,397,906,2011,6,0
5.934894195619588,84,428,936,243,23,2011,12,0
5.978885764901122,13,249,63,398,926,2010,4,1
7.803843303538772,71,191,22,397,906,2012,4,0
7.466227556215481,71,179,74,407,916,2013,10,0
5.978885764901122,85,291,23,395,941,2016,4,0
7.202661196523238,68,181,81,398,926,2018,6,2
6.095824562432225,34,436,941,111,21,2016,7,0
7.441906728051625,72,76,44,338,916,2013,11,0
6.3784261836515865,84,475,936,68,36,2013,9,0
7.938088726896952,20,231,33,397,906,2017,6,0
5.905361848054571,53,191,22,412,936,2012,9,0
7.102499355774649,71,475,936,119,33,2012,10,0
7.630461261783627,1,475,936,34,93,2017,12,2
4.543294782270004,45,472,906,34,93,2013,10,2
5.3706380281276624,34,108,43,412,936,2014,11,0
7.155396301896734,83,475,936,152,74,2018,4,0
5.978885764901122,84,457,941,243,23,2018,6,0
7.155396301896734,58,475,936,152,74,2011,11,0
6.62273632394984,85,74,36,368,936,2010,6,0
5.981414211254481,17,249,63,398,926,2012,7,0
5.3706380281276624,40,108,43,412,936,2017,3,0
4.465908118654584,45,212,93,409,906,2010,4,0
7.258412150595307,58,276,41,338,916,2015,3,0
6.912742820493176,34,475,936,311,73,2010,10,0
7.466227556215481,71,179,74,407,916,2014,4,0
6.9865664594064265,83,459,906,171,91,2015,5,0
6.999422467507961,71,475,936,309,33,2013,8,0
7.071573364211532,71,325,91,397,906,2015,4,0
5.978885764901122,84,291,23,395,941,2013,4,0
6.689599269178967,85,74,36,395,941,2013,6,0
7.442492722794441,38,225,54,338,916,2014,6,1
5.886104031450156,25,97,38,412,936,2017,11,0
6.902742737158593,84,18,34,395,941,2012,9,0
7.475905969367397,20,276,41,397,906,2018,1,0
6.541029999189903,85,409,951,243,23,2013,1,0
5.886104031450156,85,475,936,89,38,2014,10,0
6.395261598115449,53,409,951,163,22,2011,10,0
7.270312886079025,30,249,63,397,906,2018,3,0
5.983936280687191,53,276,41,355,936,2013,4,0
7.393263094763838,42,136,33,380,946,2010,4,2
7.214504414151143,30,201,91,338,916,2017,3,2
4.30406509320417,45,461,906,180,93,2010,7,2
7.3987862754199485,38,225,54,407,916,2013,5,1
7.830822995135316,71,459,906,259,15,2013,1,0
6.618738983517219,1,457,941,232,41,2015,9,2
5.855071922202427,34,475,936,111,21,2012,9,0
6.9930151229329605,17,48,54,398,926,2010,12,0
6.089044875446846,38,184,42,412,936,2014,3,1
5.267858159063328,30,72,44,412,936,2018,9,2
5.783825182329737,9,139,22,395,941,2016,7,2
6.75343791859778,58,464,921,90,82,2012,1,0
6.92951677076365,39,475,936,153,62,2010,8,2
5.846438775057725,40,475,936,150,38,2013,7,0
6.089044875446846,66,428,936,98,43,2015,9,0
7.090076835776092,71,475,936,92,74,2011,11,0
5.981414211254481,13,460,926,212,63,2016,8,1
7.258412150595307,14,276,41,338,916,2017,9,3
7.479299637782834,20,459,906,297,64,2017,6,0
6.495265555937008,57,191,22,408,956,2010,11,0
6.274762021241939,57,457,941,98,43,2012,2,0
5.905361848054571,57,191,22,412,936,2010,5,0
6.927557906278317,58,338,91,407,916,2016,9,0
6.0867747269123065,85,475,936,187,38,2014,3,0
6.895682697747868,38,460,926,173,44,2014,11,1
4.852030263919617,24,459,906,284,93,2010,5,0
7.589335823170617,72,59,35,407,916,2013,11,0
6.082218910376446,40,475,936,232,41,2011,1,0
6.802394763324311,84,470,916,90,82,2016,9,0
5.796057750765372,34,126,21,368,936,2013,1,0
6.900730664045173,72,459,906,170,85,2011,1,0
5.327876168789581,45,385,906,166,93,2011,5,0
5.877735781779639,53,475,936,175,22,2010,2,0
7.588829878307813,72,470,916,55,35,2014,11,0
7.016609683894219,42,475,936,227,73,2016,11,2
7.01301578963963,84,251,72,412,936,2011,11,0
6.911747300251674,42,460,926,51,22,2014,11,2
7.270312886079025,29,459,906,212,63,2010,11,0
4.912654885736052,45,481,906,34,93,2016,8,2
6.246106765481563,85,436,941,243,23,2016,7,0
7.678326356506885,58,298,93,395,941,2011,1,0
6.089044875446846,17,428,936,98,43,2014,1,0
4.852030263919617,58,459,906,284,93,2018,8,0
7.01571242048723,38,423,941,193,54,2013,8,1
7.154615356913663,71,325,91,407,916,2015,5,0
7.586803535162581,72,459,906,152,74,2015,3,0
7.4205789054108,81,457,941,17,74,2010,6,0
6.618738983517219,58,457,941,232,41,2017,7,0
6.520621127558696,58,249,63,412,936,2017,8,0
6.115892125483034,64,335,93,407,916,2013,6,0
7.1180162044653335,20,475,936,199,33,2013,3,0
5.529429087511423,64,459,906,240,92,2017,6,0
7.589335823170617,72,59,35,407,916,2014,2,0
6.089044875446846,17,428,936,98,43,2012,1,0
7.678326356506885,58,298,93,395,941,2011,3,0
7.808323050391055,3,457,941,276,91,2015,7,2
6.670766320845874,57,248,45,395,941,2010,9,0
5.978885764901122,84,291,23,395,941,2010,10,0
6.616065185132817,38,184,42,363,941,2014,10,1
6.664409020350408,58,460,926,90,82,2010,12,0
6.025865973825314,58,475,936,83,52,2011,11,0
7.466799475018602,71,179,74,407,916,2014,10,0
5.393627546352362,64,335,93,358,906,2010,9,0
6.985641817639208,58,459,906,171,91,2011,3,0
7.351799869057777,23,227,74,355,936,2012,10,3
6.99117688712121,81,396,916,212,63,2010,6,0
5.905361848054571,25,191,22,412,936,2015,9,0
5.860786223465865,6,436,941,259,15,2013,9,2
6.194405391104672,25,457,941,150,38,2017,5,0
7.155396301896734,34,475,936,152,74,2014,2,0
7.016609683894219,71,459,906,90,82,2014,1,0
6.261491684321042,84,160,36,412,936,2014,5,0
6.07993319509559,34,475,936,232,41,2016,6,0
4.804021044733257,45,212,93,84,906,2017,9,2
5.783825182329737,17,457,941,175,22,2018,4,0
6.907755278982137,58,69,61,401,921,2010,6,0
7.134890851565884,84,396,916,154,81,2014,8,2
7.587817219993427,66,396,916,15,34,2012,11,0
5.796057750765372,30,126,21,368,936,2016,1,2
6.272877006546167,57,457,941,98,43,2010,11,0
7.573017256052546,38,225,54,397,906,2016,1,1
7.118826249062078,20,475,936,199,33,2011,5,0
5.846438775057725,66,475,936,150,38,2012,11,0
5.3230099791384085,30,303,43,412,936,2017,10,2
7.063903961472068,48,406,936,92,74,2011,2,3
5.717027701406222,30,55,22,395,941,2016,2,2
6.606650186198215,17,475,936,15,34,2010,10,0
7.297091005160418,41,117,74,376,936,2016,4,3
5.855071922202427,34,126,21,412,936,2013,3,0
7.1180162044653335,20,475,936,199,33,2012,8,0
5.231108616854587,48,296,23,347,936,2011,8,3
6.2878585601617845,0,411,43,395,941,2015,5,2
6.626717749249025,41,90,34,403,936,2014,12,3
4.30406509320417,45,212,93,399,906,2017,10,0
6.902742737158593,17,18,34,395,941,2012,5,0
6.563855526532128,34,276,41,398,926,2016,5,0
6.663132695990803,84,59,35,350,951,2011,12,0
6.089044875446846,38,475,936,157,42,2012,5,1
5.981414211254481,13,249,63,398,926,2017,3,1
6.091309882077698,65,436,941,163,22,2013,10,0
6.345636360828596,58,155,45,398,926,2011,12,0
4.852030263919617,64,335,93,397,906,2010,2,0
7.525639975041535,71,179,74,338,916,2014,7,0
5.811140992976701,17,191,22,395,941,2010,6,0
6.505784060128229,17,108,43,375,941,2010,9,0
7.270312886079025,30,459,906,212,63,2017,3,0
5.783825182329737,17,457,941,175,22,2017,7,0
6.486160788944089,34,276,41,368,936,2012,11,0
5.849324779946859,40,177,38,412,936,2011,6,0
5.8664680569332965,58,466,936,232,41,2013,8,0
6.421622267806518,34,126,21,350,951,2012,6,0
4.812184355372417,45,459,906,34,93,2010,8,2
4.852030263919617,64,335,93,397,906,2018,5,0
7.469654172932128,20,101,74,397,906,2010,11,0
4.30406509320417,45,212,93,399,906,2011,9,0
6.616065185132817,38,184,42,363,941,2017,9,1
6.1092475827643655,34,177,38,368,936,2012,7,0
7.016609683894219,71,99,82,397,906,2017,1,0
5.817111159963204,70,163,42,403,936,2016,3,3
5.313205979041787,45,196,93,342,906,2015,7,2
4.262679877041316,45,196,93,399,906,2011,6,2
6.584791392385716,84,457,941,135,36,2011,11,0
6.898714534329988,58,441,921,232,41,2013,4,0
5.267858159063328,45,383,906,34,93,2017,7,2
6.395261598115449,16,191,22,350,951,2011,11,2
4.59511985013459,64,335,93,409,906,2017,10,0
5.8522024797744745,84,475,936,243,23,2012,11,0
7.122866658599083,34,409,951,232,41,2013,4,0
6.9865664594064265,24,459,906,171,91,2016,1,0
6.246106765481563,85,436,941,243,23,2014,10,0
5.8805329864007,25,209,22,412,936,2016,7,0
6.9865664594064265,29,201,91,397,906,2017,6,0
6.985641817639208,24,201,91,397,906,2011,4,0
6.541029999189903,84,409,951,243,23,2014,6,0
7.723120092266331,71,338,91,412,936,2012,3,0
6.680854678790215,29,249,63,401,921,2014,12,0
7.466227556215481,28,179,74,407,916,2010,11,0
7.005789019253503,39,181,81,407,916,2012,1,2
6.85751406254539,34,457,941,212,63,2012,12,0
7.265429723253953,71,459,906,229,65,2018,1,0
7.582738488914411,30,459,906,98,43,2010,6,0
6.52649485957079,17,329,42,395,941,2010,11,0
4.844187086458591,70,466,936,98,43,2018,1,3
6.80128303447162,58,99,82,407,916,2011,3,0
6.902742737158593,84,18,34,395,941,2013,4,0
6.442540166468199,38,225,54,376,936,2015,11,1
6.089044875446846,30,184,42,412,936,2013,12,2
7.134890851565884,84,396,916,154,81,2015,7,2
6.688354713946762,85,457,941,68,36,2011,5,0
6.089044875446846,42,475,936,157,42,2018,7,2
4.812184355372417,13,459,906,34,93,2017,10,1
7.059617628291383,58,338,91,338,916,2016,6,0
7.787796878181171,20,291,23,397,906,2016,10,0
7.795646536334594,71,459,906,111,21,2012,11,0
5.783825182329737,53,209,22,395,941,2011,2,0
6.638567789166521,58,472,906,286,91,2016,11,0
5.805134968916488,66,457,941,111,21,2011,7,0
7.202661196523238,84,460,926,154,81,2014,10,2
5.805134968916488,34,126,21,395,941,2015,8,0
7.016609683894219,17,269,73,412,936,2010,6,0
6.78105762593618,70,211,71,347,936,2015,6,3
5.68697535633982,50,128,1,366,911,2018,8,3
7.268223021159565,58,114,82,412,936,2011,9,0
6.682108597449809,29,459,906,292,87,2018,12,0
4.962844630259907,45,407,906,180,93,2011,9,2
7.226209010100671,72,293,81,338,916,2013,3,0
5.68697535633982,1,35,13,368,936,2018,1,2
6.07993319509559,34,475,936,232,41,2016,3,0
4.804021044733257,45,212,93,84,906,2018,12,0
6.958448393297656,30,249,63,407,916,2013,5,0
5.849324779946859,40,475,936,150,38,2011,2,0
6.520621127558696,17,475,936,212,63,2015,10,0
6.9865664594064265,58,201,91,397,906,2012,2,0
6.56244409369372,34,460,926,232,41,2012,3,0
4.812184355372417,82,459,906,34,93,2015,5,2
5.214935757608986,45,79,906,166,93,2015,8,0
6.522092798170152,34,249,63,412,936,2010,6,0
4.30406509320417,45,461,906,180,93,2017,4,0
6.326149473155099,64,335,93,338,916,2010,12,0
5.855071922202427,30,475,936,111,21,2012,3,2
6.606650186198215,34,18,34,412,936,2013,10,0
3.4011973816621555,45,461,906,320,93,2010,7,2
5.849324779946859,30,475,936,150,38,2010,1,2
6.408528791059498,23,244,54,347,936,2010,2,3
6.522092798170152,58,249,63,412,936,2010,8,0
5.8522024797744745,38,475,936,111,21,2010,2,1
6.618738983517219,34,457,941,232,41,2016,10,0
6.1092475827643655,66,428,936,150,38,2012,5,0
7.368339686311381,66,457,941,152,74,2013,8,0
6.1092475827643655,34,177,38,368,936,2013,10,0
5.934894195619588,84,428,936,243,23,2011,4,0
5.805134968916488,84,126,21,395,941,2017,9,0
6.709304340258298,3,459,906,290,91,2015,1,2
7.873978379604501,71,222,33,397,906,2012,12,0
