DISTANCE,UNIQUE_CARRIER,REGION,CARRIER,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN,ORIGIN_COUNTRY,ORIGIN_WAC,DEST,DEST_COUNTRY,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
5.934894195619588,21,0,24,2,2,91,1,52,347,0,936,2012,3,8,1,1
6.878326468291325,84,1,87,2,2,457,0,941,297,1,64,2013,1,1,2,0
5.41610040220442,70,2,73,2,2,55,1,22,368,0,936,2011,4,11,1,2
6.85751406254539,58,1,62,3,3,249,1,63,395,0,941,2011,1,2,2,0
6.274762021241939,58,1,62,3,3,457,0,941,98,1,43,2015,1,1,2,0
7.6128310304073565,71,1,74,3,3,126,1,21,338,0,916,2018,3,7,5,0
5.805134968916488,34,1,37,3,3,126,1,21,395,0,941,2014,4,12,1,0
7.322510433997394,66,1,69,2,2,101,1,74,395,0,941,2015,3,8,4,0
6.202535517187923,0,1,0,1,6,478,0,941,260,1,12,2017,3,7,1,2
6.677083461247136,13,1,16,3,3,423,0,941,283,1,52,2011,4,10,2,1
7.182352111885263,66,1,69,2,2,99,1,82,412,0,936,2012,3,8,3,0
6.616065185132817,38,1,41,3,3,184,1,42,363,0,941,2017,3,8,2,1
4.912654885736052,38,1,41,3,3,151,1,66,398,0,926,2010,3,8,1,1
8.156223323194624,75,2,78,1,1,409,0,951,10,1,1,2018,4,12,7,1
6.606650186198215,34,1,37,3,3,18,1,34,412,0,936,2010,1,3,2,0
6.419994928147142,34,1,37,3,3,126,1,21,350,0,951,2013,1,1,2,0
5.817111159963204,70,2,73,2,2,466,0,936,139,1,42,2014,1,3,1,3
7.534762657037537,30,1,33,3,3,21,1,74,397,0,906,2010,3,9,4,0
5.3706380281276624,57,1,61,3,3,108,1,43,412,0,936,2010,4,10,1,0
7.600902459542082,13,1,16,3,3,459,0,906,283,1,52,2013,2,5,4,1
7.175489713624222,66,1,69,2,2,396,0,916,2,1,86,2012,2,6,3,0
6.679599185844383,58,1,62,3,3,249,1,63,401,0,921,2010,3,8,2,0
7.247792581767846,20,1,23,3,3,231,1,33,395,0,941,2018,4,11,3,0
4.812184355372417,13,1,16,3,3,459,0,906,34,1,93,2014,4,10,1,1
7.182352111885263,58,1,62,3,3,99,1,82,412,0,936,2014,2,4,3,0
6.999422467507961,71,1,74,3,3,475,0,936,309,1,33,2012,4,10,3,0
5.805134968916488,30,1,33,3,3,457,0,941,111,1,21,2018,1,3,1,2
7.685703061234547,20,1,23,3,3,475,0,936,171,1,91,2010,4,10,5,0
7.690743163541872,14,2,17,3,3,257,1,81,395,0,941,2018,1,3,5,2
6.07993319509559,58,1,62,3,3,276,1,41,412,0,936,2015,2,4,1,0
6.594413459749778,58,1,62,3,3,441,0,921,90,1,82,2012,3,9,2,0
5.802118375377063,66,1,69,2,2,457,0,941,111,1,21,2011,2,5,1,0
5.8522024797744745,62,1,66,1,6,291,1,23,412,0,936,2018,4,11,1,0
6.0867747269123065,34,1,37,2,2,475,0,936,271,1,38,2012,1,3,1,0
6.664409020350408,58,1,62,3,3,99,1,82,398,0,926,2018,1,1,2,0
7.247792581767846,20,1,23,3,3,231,1,33,395,0,941,2013,3,8,3,0
7.155396301896734,71,1,74,3,3,475,0,936,152,1,74,2018,1,3,3,0
7.307202314764738,72,1,75,3,3,350,1,64,338,0,916,2013,1,2,3,0
7.095893221097532,83,1,86,2,2,470,0,916,171,1,91,2010,3,9,3,0
6.638567789166521,58,1,62,3,3,472,0,906,286,1,91,2011,2,5,2,0
7.080867896690782,20,1,23,3,3,322,1,33,412,0,936,2010,3,7,3,0
7.270312886079025,58,1,62,3,3,459,0,906,212,1,63,2015,2,4,3,0
5.488937726156687,0,1,0,1,6,457,0,941,33,1,13,2018,3,9,1,2
5.855071922202427,66,1,69,2,2,475,0,936,111,1,21,2015,2,5,1,0
7.202661196523238,68,3,71,2,2,460,0,926,154,1,81,2016,1,3,3,2
6.68586094706836,71,1,74,3,3,338,1,91,397,0,906,2018,3,7,2,0
6.618738983517219,9,2,11,1,1,276,1,41,395,0,941,2017,2,5,2,2
7.718240951959316,30,1,33,3,3,18,1,34,397,0,906,2018,1,2,5,0
6.368187186350492,23,2,26,1,4,353,1,64,403,0,936,2018,1,1,2,3
5.3706380281276624,42,2,45,2,2,108,1,43,412,0,936,2014,1,1,1,2
6.75343791859778,58,1,62,3,3,464,0,921,90,1,82,2014,1,3,2,0
5.796057750765372,34,1,37,3,3,428,0,936,111,1,21,2014,1,1,1,0
7.1180162044653335,20,1,23,3,3,475,0,936,199,1,33,2013,3,7,3,0
7.090076835776092,20,1,23,3,3,475,0,936,92,1,74,2012,3,8,3,0
7.234177179749849,58,1,62,3,3,276,1,41,407,0,916,2010,2,5,3,0
4.919980925828125,38,1,41,3,3,151,1,66,398,0,926,2016,3,7,1,1
7.224753405767971,72,1,75,3,3,396,0,916,294,1,91,2014,2,5,3,0
7.318539548567902,9,2,11,1,1,95,1,74,395,0,941,2018,2,6,4,2
4.59511985013459,58,1,62,3,3,335,1,93,409,0,906,2016,3,8,1,0
5.905361848054571,30,1,33,3,3,191,1,22,412,0,936,2016,3,7,1,0
6.9865664594064265,3,1,3,1,1,459,0,906,171,1,91,2016,4,10,3,2
5.267858159063328,27,1,30,1,6,475,0,936,65,1,44,2013,3,7,1,0
5.41610040220442,38,1,41,3,3,55,1,22,368,0,936,2017,4,10,1,1
6.78105762593618,84,1,87,2,2,315,1,38,350,0,951,2011,4,11,2,0
6.111467339502679,25,1,28,1,5,428,0,936,150,1,38,2010,4,11,1,0
7.158513997329321,42,2,45,2,2,126,1,21,398,0,926,2016,1,1,3,2
7.3453648404168685,71,1,74,3,3,475,0,936,56,1,84,2015,3,7,4,0
6.483107351457199,30,1,33,3,3,224,1,41,368,0,936,2017,4,12,2,2
7.614312146452,58,1,62,3,3,396,0,916,146,1,22,2011,3,9,5,0
5.8805329864007,84,3,87,2,2,475,0,936,175,1,22,2018,1,2,1,0
6.208590026096629,13,1,16,3,3,475,0,936,283,1,52,2013,1,1,1,1
6.902742737158593,34,1,37,3,3,457,0,941,15,1,34,2010,1,1,2,0
6.102558594613569,30,1,33,3,3,475,0,936,48,1,13,2017,4,11,1,2
8.156223323194624,75,2,78,1,1,409,0,951,10,1,1,2018,3,7,7,1
4.7535901911063645,45,1,49,1,6,212,1,93,397,0,906,2011,3,9,1,2
7.115582126184454,72,1,75,3,3,459,0,906,244,1,81,2011,4,12,3,0
7.0587581525186645,58,1,62,3,3,396,0,916,286,1,91,2010,3,8,3,0
5.8664680569332965,58,1,62,3,3,466,0,936,232,1,41,2013,2,5,1,0
5.805134968916488,84,3,87,2,2,457,0,941,111,1,21,2018,1,3,1,0
7.425953657077541,58,1,62,3,3,470,0,916,70,1,44,2010,4,10,4,0
5.834810737062605,0,1,0,1,6,169,1,22,393,0,936,2017,4,11,1,2
6.664409020350408,34,1,37,2,2,460,0,926,90,1,82,2012,4,10,2,0
6.07993319509559,25,1,28,1,5,475,0,936,232,1,41,2016,1,1,1,0
6.682108597449809,58,1,62,3,3,345,1,87,397,0,906,2015,2,6,2,0
5.541263545158426,85,1,88,2,2,457,0,941,272,1,22,2014,2,6,1,0
5.805134968916488,34,1,37,3,3,457,0,941,111,1,21,2017,1,3,1,0
7.214504414151143,29,1,32,2,2,201,1,91,338,0,916,2015,3,7,3,0
5.811140992976701,53,1,57,3,3,457,0,941,163,1,22,2014,2,6,1,0
5.846438775057725,30,1,33,3,3,475,0,936,150,1,38,2015,1,3,1,2
6.678342114654332,41,1,44,1,1,228,1,51,403,0,936,2014,4,12,2,3
7.466227556215481,72,1,75,3,3,179,1,74,407,0,916,2010,4,11,4,0
6.113682179832232,41,1,44,1,1,414,0,936,266,1,41,2012,3,9,1,3
7.5822291942764615,30,1,33,3,3,108,1,43,397,0,906,2011,3,8,4,0
6.089044875446846,30,1,33,3,3,184,1,42,412,0,936,2018,4,12,1,2
6.985641817639208,58,1,62,3,3,459,0,906,171,1,91,2010,2,5,3,0
5.905361848054571,53,3,57,3,3,191,1,22,412,0,936,2012,2,6,1,0
6.461468176353717,34,1,37,3,3,72,1,44,375,0,941,2014,2,5,2,0
6.208590026096629,13,1,16,3,3,333,1,52,412,0,936,2018,2,5,1,1
5.700443573390687,45,1,49,1,6,451,0,906,166,1,93,2011,3,9,1,0
6.1903154058531475,85,1,88,2,2,457,0,941,89,1,38,2014,1,1,1,0
7.368339686311381,84,3,87,2,2,474,0,961,70,1,44,2015,4,12,4,0
4.418840607796598,45,1,49,1,6,472,0,906,166,1,93,2011,2,4,1,2
7.292337176173877,58,1,62,3,3,396,0,916,313,1,81,2011,2,5,3,0
7.5256399750415355,28,1,31,3,3,179,1,74,338,0,916,2010,1,2,4,0
5.3706380281276624,34,1,37,2,2,108,1,43,412,0,936,2011,3,7,1,0
4.804021044733257,45,1,49,1,6,93,0,906,180,1,93,2016,3,9,1,2
6.68586094706836,58,1,62,3,3,459,0,906,286,1,91,2013,3,8,2,0
5.231108616854587,70,2,73,2,2,406,0,936,98,1,43,2018,3,9,1,3
8.014666370464942,75,2,78,1,1,335,1,93,384,0,961,2018,2,4,7,3
6.1092475827643655,83,1,86,2,2,177,1,38,368,0,936,2018,1,3,1,0
7.1731917424865985,57,1,61,3,3,191,1,22,398,0,926,2010,3,7,3,0
6.48768401848461,58,1,62,3,3,441,0,921,212,1,63,2014,1,2,2,0
7.630461261783627,71,1,74,3,3,459,0,906,70,1,44,2016,3,7,5,0
7.785305182539862,71,1,74,3,3,459,0,906,265,1,36,2011,4,12,5,0
7.115582126184454,20,1,23,3,3,459,0,906,244,1,81,2018,2,5,3,0
7.448333860897476,13,1,16,3,3,443,0,961,283,1,52,2018,3,8,4,1
5.796057750765372,34,1,37,3,3,126,1,21,368,0,936,2018,2,4,1,0
6.025865973825314,58,1,62,3,3,91,1,52,412,0,936,2016,2,4,1,0
5.393627546352362,64,1,67,2,2,417,0,906,284,1,93,2015,3,8,1,0
6.9865664594064265,38,1,41,3,3,459,0,906,171,1,91,2014,3,7,3,1
7.3987862754199485,38,1,41,3,3,470,0,916,193,1,54,2017,2,4,4,1
5.8522024797744745,80,1,83,2,2,475,0,936,111,1,21,2010,2,6,1,0
7.0587581525186645,71,1,74,3,3,474,0,961,111,1,21,2015,3,8,3,0
6.677083461247136,13,1,16,3,3,333,1,52,363,0,941,2013,4,11,2,1
6.926577033222725,71,1,74,3,3,338,1,91,407,0,916,2013,1,3,3,0
7.830822995135316,71,1,74,3,3,459,0,906,259,1,15,2012,1,1,6,0
6.07993319509559,40,1,43,2,2,276,1,41,412,0,936,2015,1,1,1,0
6.9584483932976555,42,2,45,2,2,460,0,926,247,1,23,2012,1,2,3,2
6.75343791859778,58,1,62,3,3,99,1,82,401,0,921,2013,2,6,2,0
7.669495251007694,14,2,17,3,3,460,0,926,10,1,1,2015,2,5,5,3
6.9930151229329605,58,1,62,3,3,460,0,926,46,1,54,2010,3,8,3,0
6.408528791059498,34,1,37,2,2,126,1,21,380,0,946,2012,3,7,2,0
4.51085950651685,44,1,47,1,5,378,1,1,419,0,906,2017,2,5,1,2
6.78105762593618,58,1,62,3,3,276,1,41,375,0,941,2011,3,8,2,0
6.902742737158593,34,1,37,3,3,18,1,34,395,0,941,2017,3,8,2,0
6.9584483932976555,29,1,32,2,2,470,0,916,212,1,63,2010,4,11,3,0
7.266128779556451,72,1,75,3,3,350,1,64,407,0,916,2015,1,2,3,0
7.247792581767846,20,1,23,3,3,457,0,941,199,1,33,2014,2,5,3,0
6.927557906278317,66,1,69,2,2,99,1,82,338,0,916,2010,2,5,3,0
6.736966958001855,42,2,45,2,2,460,0,926,297,1,64,2012,1,2,2,2
6.021023349349527,41,1,44,1,1,75,1,42,347,0,936,2012,2,4,1,3
5.765191102784844,70,2,73,1,1,437,0,936,283,1,52,2010,4,12,1,3
6.274762021241939,30,1,33,3,3,108,1,43,395,0,941,2016,2,6,2,0
7.258412150595307,66,1,69,2,2,396,0,916,232,1,41,2014,1,2,3,0
6.541029999189903,85,1,88,2,2,291,1,23,350,0,951,2016,4,11,2,0
6.251903883165888,41,2,44,1,4,165,1,36,347,0,936,2010,2,6,2,3
6.541029999189903,85,1,88,2,2,291,1,23,350,0,951,2010,4,10,2,0
7.122866658599083,58,1,62,3,3,276,1,41,350,0,951,2013,3,7,3,0
7.00669522683704,68,3,71,2,2,470,0,916,154,1,81,2015,3,8,3,2
7.016609683894219,26,3,29,3,3,2,1,34,395,0,941,2010,4,10,3,2
6.68586094706836,71,1,74,3,3,338,1,91,397,0,906,2012,1,1,2,0
7.573017256052546,38,1,41,3,3,459,0,906,193,1,54,2015,1,2,4,1
6.329720905522696,51,1,55,1,6,466,0,936,46,1,54,2016,3,9,2,2
5.783825182329737,53,1,57,3,3,209,1,22,395,0,941,2012,1,3,1,0
7.228388451573604,55,1,60,1,1,214,1,74,376,0,936,2016,2,5,3,3
6.453624998892692,70,2,73,2,2,406,0,936,8,1,61,2013,4,11,2,3
4.852030263919617,29,1,32,2,2,459,0,906,284,1,93,2017,1,3,1,0
5.855071922202427,34,1,37,3,3,126,1,21,412,0,936,2016,3,8,1,0
6.706862336602747,66,1,69,2,2,439,0,946,150,1,38,2010,1,1,2,0
5.978885764901122,81,1,84,2,2,460,0,926,212,1,63,2010,4,12,1,0
5.272999558563747,70,2,73,2,2,411,1,43,347,0,936,2016,2,5,1,3
7.063903961472068,20,1,23,3,3,396,0,916,229,1,65,2016,1,2,3,0
6.680854678790215,30,1,33,3,3,249,1,63,401,0,921,2015,4,11,2,0
6.272877006546167,17,1,20,2,2,108,1,43,395,0,941,2010,4,11,2,0
6.082218910376446,71,1,74,3,3,276,1,41,412,0,936,2010,2,6,1,0
5.3706380281276624,34,1,37,3,3,108,1,43,412,0,936,2016,4,11,1,0
7.222566018822171,23,2,26,1,4,277,1,38,384,0,961,2014,2,5,3,2
4.912654885736052,38,1,41,3,3,151,1,66,398,0,926,2011,2,5,1,1
6.274762021241939,17,1,20,2,2,108,1,43,395,0,941,2012,4,11,2,0
7.415776975415394,30,1,33,3,3,475,0,936,292,1,87,2018,4,10,4,0
5.986452005284438,70,2,73,2,2,163,1,42,347,0,936,2013,3,7,1,3
7.270312886079025,29,1,32,2,2,249,1,63,397,0,906,2013,1,1,3,0
6.68586094706836,58,1,62,3,3,459,0,906,286,1,91,2011,4,11,2,0
7.820439515262181,71,1,74,3,3,470,0,916,199,1,33,2012,3,9,5,0
6.07993319509559,84,3,87,2,2,475,0,936,232,1,41,2017,3,9,1,0
7.259116128097101,66,1,69,2,2,396,0,916,232,1,41,2011,1,2,3,0
5.905361848054571,17,1,20,2,2,475,0,936,280,1,42,2013,4,12,1,2
6.902742737158593,34,1,37,2,2,18,1,34,395,0,941,2012,4,11,2,0
5.8522024797744745,85,1,88,2,2,291,1,23,412,0,936,2010,2,4,1,0
5.41610040220442,45,1,49,1,6,196,1,93,351,0,906,2011,3,7,1,0
6.255750041753367,84,1,87,2,2,76,1,44,368,0,936,2011,4,10,2,0
6.408528791059498,34,1,37,3,3,439,0,946,111,1,21,2013,3,8,2,0
7.723120092266331,71,1,74,3,3,475,0,936,286,1,91,2011,3,8,5,0
6.274762021241939,17,1,20,2,2,108,1,43,395,0,941,2012,2,4,2,0
6.095824562432225,34,1,37,3,3,436,0,941,111,1,21,2018,3,7,1,0
7.280697195384741,66,1,69,2,2,409,0,951,212,1,63,2012,4,10,3,0
7.071573364211532,71,1,74,3,3,459,0,906,276,1,91,2010,2,4,3,0
6.9584483932976555,30,1,33,3,3,470,0,916,212,1,63,2013,3,8,3,0
6.393590753950631,34,1,37,3,3,409,0,951,175,1,22,2013,4,12,2,0
6.68586094706836,58,1,62,3,3,459,0,906,286,1,91,2015,2,4,2,0
5.41610040220442,38,1,41,3,3,55,1,22,368,0,936,2011,2,4,1,1
7.228388451573604,50,2,54,1,1,214,1,74,376,0,936,2017,4,12,3,3
6.782192056006791,34,1,37,3,3,436,0,941,232,1,41,2016,3,7,2,0
6.946975992135418,71,1,74,3,3,200,1,85,407,0,916,2012,2,4,3,0
7.475905969367397,20,1,23,3,3,459,0,906,232,1,41,2016,4,10,4,0
5.783825182329737,53,1,57,3,3,209,1,22,395,0,941,2017,3,7,1,0
6.910750787961936,58,1,62,3,3,460,0,926,227,1,73,2011,2,6,3,0
6.699500340161678,85,1,88,2,2,409,0,951,89,1,38,2013,2,4,2,0
4.852030263919617,58,1,62,3,3,335,1,93,397,0,906,2017,2,6,1,0
6.6895992691789665,84,3,87,2,2,457,0,941,68,1,36,2016,4,12,2,0
5.869296913133774,34,1,37,3,3,466,0,936,232,1,41,2015,2,6,1,0
6.07993319509559,40,1,43,2,2,475,0,936,232,1,41,2012,2,6,1,0
6.677083461247136,13,1,16,3,3,333,1,52,363,0,941,2018,1,3,2,1
7.3987862754199485,38,1,41,3,3,225,1,54,407,0,916,2011,4,12,4,1
6.089044875446846,17,1,20,2,2,428,0,936,98,1,43,2011,4,12,1,0
6.943122422819428,38,1,41,3,3,428,0,936,193,1,54,2014,4,12,3,1
7.234177179749849,71,1,74,3,3,276,1,41,407,0,916,2011,4,10,3,0
7.0587581525186645,58,1,62,3,3,459,0,906,78,1,82,2011,3,9,3,0
6.80128303447162,58,1,62,3,3,99,1,82,407,0,916,2010,1,3,2,0
6.194405391104672,66,1,69,2,2,457,0,941,150,1,38,2010,1,1,1,0
7.01571242048723,38,1,41,3,3,225,1,54,363,0,941,2012,1,3,3,1
7.403670290012373,70,2,73,2,2,117,1,74,347,0,936,2013,2,4,4,3
6.963189985870238,20,1,23,3,3,222,1,33,412,0,936,2010,2,6,3,0
7.820439515262181,14,2,17,3,3,231,1,33,407,0,916,2015,4,10,5,3
7.466799475018602,71,1,74,3,3,470,0,916,152,1,74,2017,1,2,4,0
7.123672785204607,20,1,23,3,3,221,1,64,407,0,916,2016,1,1,3,0
4.852030263919617,58,1,62,3,3,335,1,93,397,0,906,2018,4,12,1,0
4.30406509320417,45,1,49,1,6,461,0,906,180,1,93,2012,4,10,1,2
7.795646536334594,71,1,74,3,3,126,1,21,397,0,906,2015,2,6,5,0
7.0587581525186645,84,3,87,2,2,474,0,961,111,1,21,2015,3,9,3,0
6.6895992691789665,84,3,87,2,2,457,0,941,68,1,36,2017,4,11,2,0
6.194405391104672,34,1,37,2,2,177,1,38,395,0,941,2012,3,9,1,0
7.83002808253384,71,1,74,3,3,50,1,13,397,0,906,2012,1,3,6,0
7.297091005160418,41,1,44,1,1,117,1,74,376,0,936,2016,4,10,3,3
6.902742737158593,34,1,37,2,2,457,0,941,15,1,34,2012,1,3,2,0
5.834810737062605,0,1,0,1,6,169,1,22,393,0,936,2015,4,10,1,2
5.855071922202427,84,3,87,2,2,475,0,936,111,1,21,2015,3,8,1,0
5.805134968916488,34,1,37,2,2,457,0,941,111,1,21,2012,4,10,1,0
6.9584483932976555,29,1,32,2,2,249,1,63,407,0,916,2016,2,4,3,0
5.934894195619588,14,2,17,3,3,91,1,52,347,0,936,2016,1,1,1,3
6.082218910376446,71,1,74,3,3,475,0,936,232,1,41,2011,1,2,1,0
6.272877006546167,17,1,20,2,2,108,1,43,395,0,941,2010,3,8,2,0
5.267858159063328,27,1,30,1,6,475,0,936,65,1,44,2013,4,11,1,0
5.793013608384144,17,1,20,2,2,428,0,936,175,1,22,2018,2,5,1,0
6.111467339502679,25,1,28,1,5,177,1,38,368,0,936,2011,2,6,1,0
7.115582126184454,20,1,23,3,3,459,0,906,244,1,81,2015,3,8,3,0
6.0112671744041615,48,2,52,1,1,184,1,42,347,0,936,2012,1,3,1,3
6.082218910376446,20,1,23,3,3,276,1,41,412,0,936,2010,2,4,1,0
6.68586094706836,71,1,74,3,3,459,0,906,286,1,91,2018,4,12,2,0
6.99117688712121,30,1,33,3,3,396,0,916,212,1,63,2010,4,10,3,0
5.209486152841421,71,1,74,3,3,44,1,44,412,0,936,2014,2,4,1,2
6.9975959829819265,58,1,62,3,3,396,0,916,301,1,61,2016,3,7,3,0
7.83002808253384,71,1,74,3,3,50,1,13,397,0,906,2012,3,7,6,0
5.811140992976701,53,1,57,3,3,191,1,22,395,0,941,2012,3,8,1,0
7.831220214604293,71,1,74,3,3,305,1,15,397,0,906,2010,3,8,6,0
5.529429087511423,64,1,67,2,2,459,0,906,240,1,92,2012,2,4,1,0
7.329093736246592,53,1,57,3,3,470,0,916,92,1,74,2018,2,4,4,0
6.495265555937008,57,1,61,3,3,471,0,956,163,1,22,2010,3,8,2,0
6.082218910376446,53,1,57,3,3,475,0,936,232,1,41,2010,3,9,1,0
4.912654885736052,38,1,41,3,3,151,1,66,398,0,926,2011,1,3,1,1
6.842683282238422,54,1,59,1,1,337,1,33,376,0,936,2016,1,2,2,0
5.796057750765372,84,3,87,2,2,428,0,936,111,1,21,2015,1,1,1,0
6.274762021241939,40,1,43,2,2,457,0,941,98,1,43,2016,4,10,2,0
7.134890851565884,84,3,87,2,2,181,1,81,338,0,916,2015,2,6,3,2
6.502790045915623,38,1,41,3,3,428,0,936,157,1,42,2017,1,1,2,1
6.682108597449809,30,1,33,3,3,459,0,906,292,1,87,2013,3,9,2,0
4.859812404361672,45,1,49,1,6,481,0,906,180,1,93,2017,2,5,1,2
7.155396301896734,80,1,83,2,2,475,0,936,152,1,74,2011,2,5,3,0
6.898714534329988,58,1,62,3,3,441,0,921,232,1,41,2012,2,6,2,0
7.155396301896734,83,1,86,2,2,179,1,74,412,0,936,2017,2,5,3,0
6.618738983517219,58,1,62,3,3,276,1,41,395,0,941,2014,4,10,2,0
7.234177179749849,58,1,62,3,3,276,1,41,407,0,916,2016,1,2,3,0
5.811140992976701,53,1,57,3,3,457,0,941,163,1,22,2013,2,4,1,0
7.182352111885263,58,1,62,3,3,475,0,936,90,1,82,2013,4,11,3,0
6.688354713946762,84,1,87,2,2,74,1,36,395,0,941,2010,4,11,2,0
6.07993319509559,53,1,57,3,3,475,0,936,232,1,41,2014,3,9,1,0
5.8522024797744745,30,1,33,3,3,291,1,23,412,0,936,2017,4,10,1,2
6.393590753950631,17,1,20,2,2,209,1,22,350,0,951,2018,3,8,2,0
7.586803535162581,71,1,74,3,3,459,0,906,152,1,74,2017,4,10,4,0
4.859812404361672,45,1,49,1,6,388,0,906,34,1,93,2015,1,1,1,0
6.606650186198215,30,1,33,3,3,475,0,936,15,1,34,2017,2,5,2,2
5.8664680569332965,58,1,62,3,3,276,1,41,403,0,936,2013,1,1,1,0
6.927557906278317,66,1,69,2,2,396,0,916,90,1,82,2012,3,8,3,0
6.960347729101308,84,3,87,2,2,160,1,36,350,0,951,2015,1,1,3,0
7.673223121121708,48,2,52,1,1,210,1,91,347,0,936,2014,2,6,5,3
5.934894195619588,85,1,88,2,2,428,0,936,243,1,23,2016,3,7,1,0
6.07993319509559,53,1,57,3,3,276,1,41,412,0,936,2014,3,9,1,0
6.541029999189903,85,1,88,2,2,291,1,23,350,0,951,2014,1,1,2,0
6.434546518787453,80,1,83,2,2,436,0,941,150,1,38,2011,3,8,2,0
6.985641817639208,71,1,74,3,3,201,1,91,397,0,906,2011,2,4,3,0
6.267200548541362,17,1,20,2,2,47,1,41,412,0,936,2010,2,4,2,0
5.796057750765372,80,1,83,2,2,126,1,21,368,0,936,2011,2,4,1,0
6.133398042996649,13,1,16,3,3,406,0,936,283,1,52,2017,4,12,1,1
6.274762021241939,34,1,37,3,3,457,0,941,98,1,43,2015,4,10,2,0
6.484635235635252,20,1,23,3,3,350,1,64,412,0,936,2010,3,9,2,0
5.905361848054571,17,1,20,2,2,191,1,22,412,0,936,2016,4,11,1,0
7.685703061234547,73,1,76,2,2,201,1,91,412,0,936,2010,3,9,5,0
6.902742737158593,34,1,37,3,3,18,1,34,395,0,941,2015,3,8,2,0
6.115892125483034,64,1,67,2,2,335,1,93,407,0,916,2013,4,10,1,0
5.267858159063328,58,1,62,3,3,475,0,936,65,1,44,2014,1,1,1,0
7.756195343948118,30,1,33,3,3,74,1,36,397,0,906,2010,3,7,5,0
7.270312886079025,29,1,32,2,2,249,1,63,397,0,906,2011,3,8,3,0
6.606650186198215,30,1,33,3,3,18,1,34,412,0,936,2015,3,7,2,0
6.664409020350408,58,1,62,3,3,460,0,926,90,1,82,2016,4,10,2,0
4.912654885736052,38,1,41,3,3,151,1,66,398,0,926,2011,1,2,1,1
5.783825182329737,17,1,20,2,2,457,0,941,175,1,22,2016,3,7,1,0
6.56244409369372,58,1,62,3,3,460,0,926,232,1,41,2013,1,1,2,0
7.270312886079025,29,1,32,2,2,249,1,63,397,0,906,2014,1,3,3,0
6.898714534329988,13,1,16,3,3,460,0,926,283,1,52,2017,4,10,2,1
6.095824562432225,34,1,37,2,2,126,1,21,375,0,941,2012,3,8,1,0
6.606650186198215,17,1,20,2,2,18,1,34,412,0,936,2017,2,5,2,0
6.664409020350408,58,1,62,3,3,99,1,82,398,0,926,2011,2,5,2,0
6.84587987526405,34,1,37,3,3,457,0,941,60,1,54,2018,4,10,2,0
6.9584483932976555,29,1,32,2,2,470,0,916,212,1,63,2016,2,4,3,0
6.75343791859778,34,1,37,3,3,99,1,82,401,0,921,2014,3,9,2,0
6.618738983517219,66,1,69,2,2,457,0,941,232,1,41,2010,4,11,2,0
7.5256399750415355,71,1,74,3,3,179,1,74,338,0,916,2017,4,12,4,0
7.795646536334594,72,1,75,3,3,126,1,21,397,0,906,2010,2,5,5,0
7.227662498728654,41,2,44,1,4,214,1,74,376,0,936,2011,1,1,3,3
6.395261598115449,13,1,16,3,3,460,0,926,229,1,65,2016,2,4,2,1
7.3987862754199485,38,1,41,3,3,225,1,54,407,0,916,2015,2,6,4,1
6.230481447578482,70,2,73,2,2,313,1,36,347,0,936,2016,1,2,2,3
7.270312886079025,30,1,33,3,3,249,1,63,397,0,906,2015,3,8,3,0
7.214504414151143,83,1,86,2,2,396,0,916,171,1,91,2014,4,10,3,0
6.206575926724928,34,1,37,3,3,72,1,44,395,0,941,2013,1,3,1,0
7.685703061234547,20,1,23,3,3,201,1,91,412,0,936,2010,1,3,5,0
7.608374474380783,21,0,24,2,2,459,0,906,83,1,52,2013,4,11,5,1
6.07993319509559,53,1,57,3,3,475,0,936,232,1,41,2013,2,6,1,0
5.805134968916488,66,1,69,2,2,457,0,941,111,1,21,2015,3,8,1,0
6.171700597410915,70,2,73,2,2,356,1,36,347,0,936,2015,3,8,1,3
5.41610040220442,17,1,20,2,2,220,1,43,412,0,936,2010,2,6,1,0
6.327936783729195,64,1,67,2,2,335,1,93,338,0,916,2015,2,6,2,0
5.811140992976701,17,1,20,2,2,191,1,22,395,0,941,2011,3,8,1,0
6.444131256700441,41,1,44,1,1,406,0,936,60,1,54,2012,2,5,2,3
7.166265974133638,58,1,62,3,3,441,0,921,255,1,91,2010,4,12,3,0
7.336285660021297,70,2,73,2,2,214,1,74,347,0,936,2018,1,2,4,3
7.442492722794441,38,1,41,3,3,225,1,54,338,0,916,2012,2,6,4,1
5.802118375377063,18,1,21,2,2,457,0,941,111,1,21,2010,4,12,1,0
6.85751406254539,30,1,33,3,3,457,0,941,212,1,63,2016,1,2,2,0
6.464588303689961,84,3,87,2,2,48,1,54,412,0,936,2015,4,11,2,0
6.194405391104672,25,1,28,1,5,457,0,941,150,1,38,2011,3,7,1,0
7.190676034332207,59,2,63,1,4,443,0,961,150,1,38,2014,3,7,3,3
7.617267813628347,71,1,74,3,3,209,1,22,407,0,916,2011,3,8,5,0
6.395261598115449,13,1,16,3,3,460,0,926,229,1,65,2014,4,10,2,1
6.61338421837956,84,3,87,2,2,475,0,936,62,1,37,2014,2,5,2,0
6.194405391104672,25,1,28,1,5,457,0,941,150,1,38,2017,4,11,1,0
