Unnamed: 0,DISTANCE,UNIQUE_CARRIER,REGION,CARRIER,CARRIER_GROUP,CARRIER_GROUP_NEW,ORIGIN,ORIGIN_COUNTRY,ORIGIN_WAC,DEST,DEST_COUNTRY,DEST_WAC,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
33712,366.0,RP,D,RP,2,2,YYZ,CA,936,JFK,US,22,2014,3,7,1,F
48777,1280.0,YV,D,YV,2,2,YYZ,CA,936,IAH,US,74,2016,2,4,3,F
20981,219.0,QX,D,QX,2,2,YLW,CA,906,SEA,US,93,2012,3,8,1,F
37147,2443.0,5V,D,5V,1,1,SDM,US,91,YMX,CA,941,2015,2,4,5,P
25056,1430.0,09Q,D,09Q,1,4,YYC,CA,916,STL,US,64,2013,4,12,3,L
24549,476.0,S5,D,S5,2,2,PIT,US,23,YUL,CA,941,2013,3,8,1,F
14115,1436.0,CP (2),D,CP,2,2,MSP,US,63,YVR,CA,906,2011,1,1,3,F
27781,324.0,G7,D,G7,2,2,LGA,US,22,YUL,CA,941,2013,3,8,1,F
42358,453.0,OO,D,OO,3,3,SEA,US,93,YYC,CA,916,2015,1,3,1,F
32411,345.0,DL,D,DL,3,3,YYZ,CA,936,IAD,US,38,2014,1,2,1,L
4009,1080.0,UA,D,UA,3,3,LAX,US,91,YVR,CA,906,2010,3,7,3,F
13821,494.0,XE,D,XE,2,2,YUL,CA,941,CLE,US,44,2011,2,6,1,F
21868,530.0,9E,D,9E,2,2,DTW,US,43,YUL,CA,941,2012,3,8,2,F
35213,899.0,UA,D,UA,3,3,YYC,CA,916,DEN,US,82,2014,4,12,2,F
55153,1971.0,UA,D,UA,3,3,YVR,CA,906,IAH,US,74,2017,4,12,4,F
38307,626.0,S5,D,S5,2,2,CID,US,61,YYZ,CA,936,2015,4,11,2,F
47462,324.0,9E,D,9E,2,2,LGA,US,22,YUL,CA,941,2016,3,9,1,F
48808,1854.0,UA,D,UA,3,3,IAH,US,74,YEG,CA,916,2016,4,12,4,F
21022,1385.0,UA,D,UA,3,3,YYC,CA,916,ORD,US,41,2012,1,3,3,F
51700,1436.0,AA,D,AA,3,3,YVR,CA,906,MSP,US,63,2017,1,1,3,F
16185,1633.0,FX,D,FX,3,3,YYC,CA,916,MEM,US,54,2012,3,9,4,G
34055,1081.0,OO,D,OO,3,3,YVR,CA,906,LAX,US,91,2014,3,7,3,F
4418,1315.0,UA,D,UA,3,3,DEN,US,82,YYZ,CA,936,2010,1,3,3,F
28669,1224.0,US,D,US,3,3,PHX,US,81,YYC,CA,916,2013,1,1,3,F
16860,599.0,YX,D,YX,2,2,CMH,US,44,YUL,CA,941,2012,4,12,2,F
16872,770.0,YX,D,YX,2,2,YHZ,CA,951,BUF,US,22,2012,1,1,2,F
31030,341.0,04Q,D,04Q,1,6,HPN,US,22,YTZ,CA,936,2014,4,12,1,L
61117,800.0,UA,D,UA,3,3,SFO,US,91,YVR,CA,906,2018,4,12,2,F
37423,1644.0,9S,I,9S,2,2,YYC,CA,916,CVG,US,52,2015,3,9,4,P
2606,1021.0,9E,D,9E,2,2,YYZ,CA,936,ICT,US,62,2010,2,4,3,F
48057,800.0,OO,D,OO,3,3,YVR,CA,906,SFO,US,91,2016,4,11,2,F
55106,394.0,ZW,D,ZW,2,2,PHL,US,23,YUL,CA,941,2017,2,4,1,F
16849,518.0,EV,D,EV,2,2,GRR,US,43,YOW,CA,936,2012,1,2,2,F
53147,588.0,ZW,D,ZW,2,2,YYZ,CA,936,CLT,US,36,2017,2,5,2,F
13703,1419.0,OO,D,OO,3,3,ORD,US,41,YEG,CA,916,2011,3,9,3,F
2595,557.0,9E,D,9E,2,2,YYZ,CA,936,PIA,US,41,2010,2,4,2,F
7117,437.0,AA,D,AA,3,3,ORD,US,41,YYZ,CA,936,2010,3,9,1,F
26930,656.0,OO,D,OO,3,3,YQR,CA,921,MSP,US,63,2013,1,2,2,F
52569,345.0,AX,D,AX,1,5,IAD,US,38,YYZ,CA,936,2017,4,11,1,F
55322,127.0,QX,D,QX,2,2,SEA,US,93,YVR,CA,906,2017,3,8,1,F
14001,345.0,AX,D,AX,1,5,IAD,US,38,YYZ,CA,936,2011,3,7,1,F
9752,2344.0,UA,D,UA,3,3,IAD,US,38,YVR,CA,906,2011,3,7,5,F
11001,686.0,ZW,D,ZW,2,2,PHL,US,23,YQM,CA,946,2011,2,5,2,F
35337,443.0,EV,D,EV,3,3,EWR,US,21,YQB,CA,941,2014,3,9,1,F
60380,899.0,OO,D,OO,3,3,DEN,US,82,YYC,CA,916,2018,4,11,2,F
49852,1754.0,AA,D,AA,3,3,DFW,US,74,YVR,CA,906,2016,3,8,4,F
10382,82.0,KAH,D,KAH,1,6,KEH,US,93,YYJ,CA,906,2011,3,7,1,F
15094,1233.0,AA,D,AA,3,3,MIA,US,33,YYZ,CA,936,2011,4,12,3,F
32490,441.0,9E,D,9E,2,2,JFK,US,22,YQB,CA,941,2014,3,9,1,F
24992,1973.0,UA,D,UA,3,3,YYC,CA,916,DCA,US,38,2013,1,1,4,F
26958,353.0,OO,D,OO,3,3,YXU,CA,936,ORD,US,41,2013,4,12,1,F
44505,1640.0,5X,D,5X,3,3,YYC,CA,916,SDF,US,52,2016,4,10,4,G
57259,324.0,27Q,I,27Q,1,1,MMU,US,21,YUL,CA,941,2018,1,2,1,L
10497,127.0,AS,D,AS,3,3,YVR,CA,906,SEA,US,93,2011,1,3,1,F
29840,1561.0,U7,I,U7,2,2,MFE,US,74,YHM,CA,936,2014,2,6,4,P
31156,540.0,YX,L,YX,2,2,RDU,US,36,YYZ,CA,936,2014,2,5,2,F
20142,720.0,OO,D,OO,3,3,YYC,CA,916,SLC,US,87,2012,2,4,2,F
16933,1357.0,DL,D,DL,3,3,ATL,US,34,YHZ,CA,951,2012,2,6,3,F
28659,1436.0,DL,D,DL,3,3,MSP,US,63,YVR,CA,906,2013,2,5,3,F
20832,1385.0,UA,D,UA,3,3,ORD,US,41,YYC,CA,916,2012,2,4,3,F
31584,2162.0,UA,D,UA,3,3,PIT,US,23,YVR,CA,906,2014,2,6,5,F
56533,990.0,5X,D,5X,3,3,YWG,CA,926,SDF,US,52,2018,2,4,2,G
12502,193.0,C5,D,C5,1,6,CLE,US,44,YYZ,CA,936,2011,2,6,1,F
5711,214.0,OH (1),D,OH,3,3,YYZ,CA,936,DTW,US,43,2010,2,5,1,F
14617,707.0,OO,D,OO,3,3,ORD,US,41,YWG,CA,926,2011,1,2,2,F
37894,1944.0,FX,D,FX,3,3,YVR,CA,906,MEM,US,54,2015,3,7,4,G
20290,614.0,9L,D,9L,2,2,EWR,US,21,YHZ,CA,951,2012,1,3,2,F
4069,1843.0,SY,D,SY,2,2,YVR,CA,906,GRR,US,43,2010,2,4,4,L
54803,1019.0,OO,D,OO,3,3,DEN,US,82,YEG,CA,916,2017,4,12,3,F
38840,1461.0,S5,D,S5,2,2,OKC,US,73,YEG,CA,916,2015,3,9,3,F
24464,994.0,S5,D,S5,2,2,ATL,US,34,YUL,CA,941,2013,2,5,2,F
8397,608.0,GFQ,I,GFQ,1,4,MRC,US,54,YXU,CA,936,2011,1,3,2,P
35117,440.0,9E,D,9E,2,2,YOW,CA,936,DTW,US,43,2014,2,5,1,F
15687,136.0,FX,D,FX,3,3,GFK,US,66,YWG,CA,926,2012,2,6,1,G
1840,1421.0,OO,D,OO,3,3,MSY,US,72,YWG,CA,926,2010,4,12,3,F
44708,1447.0,5Y,I,5Y,3,3,YEG,CA,916,ANC,US,1,2016,2,4,3,P
57324,333.0,04Q,D,04Q,1,6,BED,US,13,YSJ,CA,946,2018,3,7,1,L
37879,440.0,FX,D,FX,3,3,IND,US,42,YYZ,CA,936,2015,1,2,1,G
47740,397.0,MQ,D,MQ,3,3,YKF,CA,936,ORD,US,41,2016,1,1,1,F
5642,2248.0,DL,D,DL,3,3,YVR,CA,906,ATL,US,34,2010,3,7,5,F
28284,345.0,EV,D,EV,3,3,IAD,US,38,YYZ,CA,936,2013,1,2,1,F
9802,590.0,XE,D,XE,2,2,YYZ,CA,936,TYS,US,54,2011,4,12,2,F
36227,1233.0,AA,D,AA,3,3,MIA,US,33,YYZ,CA,936,2014,2,4,3,F
9754,2410.0,CP (2),D,CP,2,2,PHL,US,23,YVR,CA,906,2011,1,1,5,F
2638,439.0,9E,D,9E,2,2,IND,US,42,YYZ,CA,936,2010,3,8,1,F
46905,748.0,AX,D,AX,1,5,YUL,CA,941,ORD,US,41,2016,4,12,2,F
18510,489.0,S5,D,S5,2,2,IAD,US,38,YUL,CA,941,2012,3,9,1,F
32672,1358.0,US,D,US,3,3,YEG,CA,916,LAX,US,91,2014,4,11,3,F
53804,328.0,EV,D,EV,3,3,EWR,US,21,YOW,CA,936,2017,2,4,1,F
38530,315.0,KAH,D,KAH,1,6,KEH,US,93,CN7,CA,906,2015,3,8,1,F
46176,303.0,YX,L,YX,2,2,YQB,CA,941,ALB,US,22,2016,2,6,1,F
59617,331.0,YX,L,YX,2,2,EWR,US,21,YUL,CA,941,2018,1,3,1,F
17284,2172.0,UA,D,UA,3,3,MSY,US,72,YVR,CA,906,2012,2,5,5,F
60718,453.0,QX,D,QX,2,2,SEA,US,93,YYC,CA,916,2018,2,4,1,F
40847,950.0,EV,D,EV,3,3,MSP,US,63,YUL,CA,941,2015,4,12,2,F
34120,127.0,CP (2),D,CP,2,2,SEA,US,93,YVR,CA,906,2014,3,8,1,F
8281,2328.0,KLQ,D,KLQ,1,4,MSY,US,72,YYT,CA,961,2011,2,5,5,P
54120,748.0,OO,D,OO,3,3,YUL,CA,941,ORD,US,41,2017,1,2,2,F
51215,1158.0,YX,L,YX,2,2,YHZ,CA,951,CVG,US,52,2017,4,10,3,F
47768,359.0,ZW,D,ZW,2,2,YYZ,CA,936,DCA,US,38,2016,2,5,1,F
38457,1110.0,S5,D,S5,2,2,YYZ,CA,936,MSY,US,72,2015,3,7,3,F
3866,1944.0,UA,D,UA,3,3,LAS,US,85,YYZ,CA,936,2010,1,3,4,F
40529,1254.0,SY,L,SY,2,2,IFP,US,81,YEG,CA,916,2015,4,10,3,L
13865,1051.0,DL,D,DL,3,3,YYC,CA,916,MSP,US,63,2011,3,7,3,F
14528,2175.0,AA,D,AA,3,3,LAX,US,91,YYZ,CA,936,2011,3,8,5,F
45152,599.0,S5,D,S5,2,2,YUL,CA,941,CMH,US,44,2016,1,1,2,F
53115,748.0,AX,D,AX,1,5,YUL,CA,941,ORD,US,41,2017,2,4,2,F
3229,1392.0,GL,I,GL,2,2,YHU,CA,941,FLL,US,33,2010,4,10,3,L
25402,1357.0,EV,D,EV,3,3,ATL,US,34,YHZ,CA,951,2013,2,6,3,F
28409,748.0,MQ,D,MQ,3,3,YUL,CA,941,ORD,US,41,2013,3,8,2,F
52878,1315.0,G7,D,G7,2,2,YYZ,CA,936,DEN,US,82,2017,4,11,3,F
28224,331.0,EV,D,EV,3,3,EWR,US,21,YUL,CA,941,2013,4,11,1,F
31073,1315.0,UA,D,UA,3,3,YYZ,CA,936,DEN,US,82,2014,4,10,3,F
12727,449.0,S5,D,S5,2,2,YOW,CA,936,IAD,US,38,2011,4,10,1,F
40569,950.0,DL,D,DL,3,3,MSP,US,63,YUL,CA,941,2015,2,5,2,F
7097,529.0,OH (1),D,OH,3,3,DTW,US,43,YUL,CA,941,2010,3,7,2,F
25422,333.0,9E,D,9E,2,2,JFK,US,22,YUL,CA,941,2013,2,6,1,F
28136,331.0,EV,D,EV,3,3,YUL,CA,941,EWR,US,21,2013,1,3,1,F
57417,1233.0,27Q,I,27Q,1,1,YYZ,CA,936,MIA,US,33,2018,4,11,3,L
38667,1951.0,UA,D,UA,3,3,IAD,US,38,YYC,CA,916,2015,2,6,4,F
45138,346.0,04Q,D,04Q,1,6,YYZ,CA,936,TEB,US,21,2016,4,10,1,L
14139,1162.0,OO,D,OO,3,3,YEG,CA,916,SFO,US,91,2011,1,2,3,F
39753,1233.0,DL,D,DL,3,3,MIA,US,33,YYZ,CA,936,2015,2,4,3,L
41554,720.0,OO,D,OO,3,3,SLC,US,87,YYC,CA,916,2015,1,1,2,F
56253,461.0,U7,I,U7,2,2,HUF,US,42,YHM,CA,936,2018,4,11,1,P
56421,1953.0,U7,I,U7,2,2,YIP,US,43,YVR,CA,906,2018,4,11,4,P
26213,606.0,EV,D,EV,3,3,EWR,US,21,YQM,CA,946,2013,1,1,2,F
27055,487.0,ZW,D,ZW,2,2,YUL,CA,941,DCA,US,38,2013,3,8,1,F
23625,1633.0,FX,D,FX,3,3,MEM,US,54,YYC,CA,916,2013,4,11,4,G
8826,960.0,5X,D,5X,3,3,YYC,CA,916,FSD,US,67,2011,2,4,2,G
44558,710.0,5Y,I,5Y,3,3,YMX,CA,941,CVG,US,52,2016,3,8,2,P
11688,802.0,ZW,D,ZW,2,2,CLT,US,36,YUL,CA,941,2011,2,5,2,F
2955,797.0,9E,D,9E,2,2,BHM,US,51,YYZ,CA,936,2010,3,9,2,F
31217,283.0,KAH,D,KAH,1,6,BC8,CA,906,KEH,US,93,2014,3,8,1,F
977,960.0,5X,D,5X,3,3,YYC,CA,916,FSD,US,67,2010,3,7,2,G
6516,446.0,MQ,D,MQ,3,3,BOS,US,13,YYZ,CA,936,2010,3,8,1,F
697,1905.0,L2,D,L2,1,1,ATL,US,34,YYT,CA,961,2010,3,9,4,P
54430,1081.0,DL,D,DL,3,3,YVR,CA,906,LAX,US,91,2017,3,7,3,F
47321,333.0,G7,D,G7,2,2,YUL,CA,941,JFK,US,22,2016,2,4,1,F
40270,1019.0,UA,D,UA,3,3,YEG,CA,916,DEN,US,82,2015,2,5,3,F
14425,2176.0,AA,D,AA,3,3,LAX,US,91,YYZ,CA,936,2011,1,3,5,F
56761,122.0,5X,D,5X,3,3,YVR,CA,906,BFI,US,93,2018,2,5,1,G
16745,1663.0,AA,D,AA,3,3,YYC,CA,916,CLE,US,44,2012,3,7,4,F
15155,127.0,QX,D,QX,2,2,SEA,US,93,YVR,CA,906,2011,3,7,1,F
34647,2023.0,UA,D,UA,3,3,YEG,CA,916,EWR,US,21,2014,3,9,5,F
7052,452.0,QX,D,QX,2,2,SEA,US,93,YYC,CA,916,2010,3,9,1,F
12259,880.0,OO,D,OO,3,3,YQB,CA,941,ORD,US,41,2011,1,3,2,F
10055,2480.0,US,D,US,3,3,FLL,US,33,YYC,CA,916,2011,1,1,5,F
42721,678.0,OO,D,OO,3,3,MSP,US,63,YYZ,CA,936,2015,1,3,2,F
38209,2793.0,UA,D,UA,3,3,FLL,US,33,YVR,CA,906,2015,2,6,6,F
53605,443.0,EV,D,EV,3,3,YQB,CA,941,EWR,US,21,2017,1,3,1,F
25909,1357.0,EV,D,EV,3,3,ATL,US,34,YHZ,CA,951,2013,3,8,3,F
7494,898.0,OO,D,OO,3,3,YYC,CA,916,DEN,US,82,2010,3,8,2,F
35113,328.0,EV,D,EV,3,3,YOW,CA,936,EWR,US,21,2014,3,8,1,F
57068,254.0,27Q,I,27Q,1,1,YUL,CA,941,BOS,US,13,2018,1,1,1,L
17514,2164.0,0WQ,D,0WQ,1,1,BUR,US,91,YYZ,CA,936,2012,3,9,5,L
24373,2514.0,UA,D,UA,3,3,BOS,US,13,YVR,CA,906,2013,1,1,6,F
19888,1419.0,OO,D,OO,3,3,ORD,US,41,YEG,CA,916,2012,1,3,3,F
59536,720.0,OO,D,OO,3,3,SLC,US,87,YYC,CA,916,2018,4,12,2,F
57201,451.0,27Q,I,27Q,1,1,FRG,US,22,YPD,CA,936,2018,2,6,1,L
26310,990.0,OO,D,OO,3,3,ORD,US,41,YQR,CA,921,2013,1,1,2,F
35743,2176.0,AA,D,AA,3,3,YYZ,CA,936,LAX,US,91,2014,4,10,5,F
39582,294.0,KAH,D,KAH,1,6,KEH,US,93,CN9,CA,906,2015,3,8,1,F
19476,692.0,ZW,D,ZW,2,2,YHZ,CA,951,PHL,US,23,2012,2,6,2,F
21569,678.0,9E,D,9E,2,2,YYZ,CA,936,MSP,US,63,2012,4,11,2,F
54563,395.0,9E,D,9E,2,2,MSP,US,63,YWG,CA,926,2017,1,3,1,F
25314,460.0,ZW,D,ZW,2,2,YUL,CA,941,BWI,US,35,2013,4,10,1,F
60888,98.0,QX,D,QX,2,2,SEA,US,93,YYJ,CA,906,2018,2,4,1,F
60879,1280.0,YV,D,YV,2,2,YYZ,CA,936,IAH,US,74,2018,3,8,3,F
1586,434.0,9E,D,9E,2,2,YOW,CA,936,MBS,US,43,2010,1,2,1,F
40263,1214.0,GL,I,GL,2,2,YYZ,CA,936,FLL,US,33,2015,1,1,3,L
42127,655.0,EV,D,EV,3,3,YOW,CA,936,ORD,US,41,2015,4,10,2,F
2642,557.0,9E,D,9E,2,2,PIA,US,41,YYZ,CA,936,2010,4,12,2,F
44516,1999.0,5X,D,5X,3,3,YVR,CA,906,SDF,US,52,2016,1,2,4,G
39660,1114.0,AA,D,AA,3,3,DEN,US,82,YVR,CA,906,2015,3,7,3,F
60924,395.0,DL,D,DL,3,3,MSP,US,63,YWG,CA,926,2018,4,10,1,F
11802,2175.0,UA,D,UA,3,3,YYZ,CA,936,LAX,US,91,2011,3,7,5,F
35931,394.0,ZW,D,ZW,2,2,PHL,US,23,YUL,CA,941,2014,4,10,1,F
12768,347.0,YX,D,YX,2,2,YYZ,CA,936,PHL,US,23,2011,4,10,1,F
53338,763.0,OO,D,OO,3,3,YYJ,CA,906,SFO,US,91,2017,3,8,2,F
16975,2190.0,UA,D,UA,3,3,ROC,US,22,YVR,CA,906,2012,4,12,5,F
57873,880.0,09Q,D,09Q,1,1,YOW,CA,936,STL,US,64,2018,1,1,2,L
38735,1854.0,US,D,US,3,3,IAH,US,74,YEG,CA,916,2015,1,3,4,F
22950,1641.0,NC,D,NC,1,1,ELP,US,74,YHM,CA,936,2013,1,3,4,P
55541,1385.0,UA,D,UA,3,3,ORD,US,41,YYC,CA,916,2017,3,8,3,F
38221,70.0,KAH,D,KAH,1,6,KEH,US,93,YWH,CA,906,2015,4,12,1,L
45579,1557.0,AA,D,AA,3,3,YVR,CA,906,MCI,US,64,2016,1,2,4,F
1512,749.0,KS,D,KS,1,5,ANC,US,1,YUB,CA,931,2010,3,7,2,L
45366,70.0,KAH,D,KAH,1,6,KEH,US,93,YWH,CA,906,2016,2,5,1,F
47323,763.0,OO,D,OO,3,3,SFO,US,91,YYJ,CA,906,2016,4,10,2,F
55149,588.0,YX,L,YX,2,2,CLT,US,36,YYZ,CA,936,2017,3,9,2,F
3994,2335.0,DL,D,DL,3,3,CLT,US,36,YVR,CA,906,2010,3,8,5,F
46180,1436.0,OO,D,OO,3,3,MSP,US,63,YVR,CA,906,2016,1,3,3,F
43270,1019.0,OO,D,OO,3,3,YYC,CA,916,SFO,US,91,2015,2,5,3,F
42477,1162.0,UA,D,UA,3,3,EWR,US,21,YYT,CA,961,2015,3,7,3,F
25879,73.0,KAH,D,KAH,1,6,YWH,CA,906,LKE,US,93,2013,1,1,1,F
14872,1199.0,AA,D,AA,3,3,DFW,US,74,YYZ,CA,936,2011,4,11,3,F
57684,440.0,DL,D,DL,3,3,YYZ,CA,936,IND,US,42,2018,1,3,1,L
32970,489.0,S5,D,S5,2,2,IAD,US,38,YUL,CA,941,2014,2,6,1,F
35491,1971.0,UA,D,UA,3,3,IAH,US,74,YVR,CA,906,2014,4,12,4,F
24013,2546.0,UA,D,UA,3,3,FLL,US,33,YEG,CA,916,2013,2,4,6,F
34667,515.0,ZW,D,ZW,2,2,YQB,CA,941,PHL,US,23,2014,2,4,2,F
45070,1113.0,FX,D,FX,3,3,MEM,US,54,YMX,CA,941,2016,4,10,3,G
14922,1971.0,CO,D,CO,3,3,YVR,CA,906,IAH,US,74,2011,3,9,4,F
8292,135.0,FX,D,FX,3,3,YWG,CA,926,GFK,US,66,2011,1,2,1,G
6584,1114.0,UA,D,UA,3,3,DEN,US,82,YVR,CA,906,2010,4,12,3,F
57343,423.0,27Q,D,27Q,1,1,YPD,CA,936,HPN,US,22,2018,3,8,1,L
14310,394.0,YX,D,YX,2,2,PHL,US,23,YUL,CA,941,2011,4,10,1,F
54981,395.0,OO,D,OO,3,3,MSP,US,63,YWG,CA,926,2017,4,11,1,F
33285,447.0,OO,D,OO,3,3,YQT,CA,936,ORD,US,41,2014,1,3,1,F
31548,211.0,KAH,D,KAH,1,6,KEH,US,93,CA9,CA,906,2014,2,6,1,F
36152,800.0,UA,D,UA,3,3,SFO,US,91,YVR,CA,906,2014,2,4,2,F
49705,436.0,MQ,D,MQ,3,3,YYZ,CA,936,ORD,US,41,2016,4,11,1,F
21579,898.0,OO,D,OO,3,3,YYC,CA,916,DEN,US,82,2012,4,11,2,F
3051,987.0,EV,D,EV,3,3,YYZ,CA,936,PFN,US,33,2010,1,2,2,F
45535,70.0,KAH,D,KAH,1,6,YWH,CA,906,KEH,US,93,2016,2,6,1,L
38181,1989.0,UA,D,UA,3,3,YEG,CA,916,BWI,US,35,2015,1,3,4,F
58688,331.0,EV,D,EV,3,3,YUL,CA,941,EWR,US,21,2018,4,11,1,F
38208,2497.0,0WQ,D,0WQ,1,1,BED,US,13,YVR,CA,906,2015,2,6,5,L
36213,127.0,QX,D,QX,2,2,YVR,CA,906,SEA,US,93,2014,2,6,1,F
33926,856.0,OO,D,OO,3,3,YXE,CA,921,DEN,US,82,2014,4,12,2,F
20463,1051.0,DL,D,DL,3,3,YYC,CA,916,MSP,US,63,2012,2,6,3,F
34613,359.0,ZW,D,ZW,2,2,DCA,US,38,YYZ,CA,936,2014,4,12,1,F
10399,1943.0,UA,D,UA,3,3,LAS,US,85,YYZ,CA,936,2011,4,10,4,F
53480,1385.0,OO,D,OO,3,3,YYC,CA,916,ORD,US,41,2017,2,4,3,F
8650,133.0,N8,D,MRQ,1,1,YIP,US,43,YXU,CA,936,2011,3,9,1,P
8887,1944.0,FX,D,FX,3,3,YVR,CA,906,MEM,US,54,2011,3,9,4,G
8729,395.0,5X,D,5X,3,3,YWG,CA,926,MSP,US,63,2011,4,12,1,G
53501,394.0,YX,L,YX,2,2,PHL,US,23,YUL,CA,941,2017,1,1,1,F
49704,1754.0,AA,D,AA,3,3,DFW,US,74,YVR,CA,906,2016,1,1,4,F
27575,1513.0,AA,D,AA,3,3,DFW,US,74,YUL,CA,941,2013,1,2,4,F
59660,783.0,OO,D,OO,3,3,YWG,CA,926,DEN,US,82,2018,3,8,2,F
11377,2457.0,AA,D,AA,3,3,SNA,US,91,YUL,CA,941,2011,3,7,5,F
46414,1194.0,5Y,I,5Y,3,3,YYZ,CA,936,DAL,US,74,2016,4,10,3,L
40180,1280.0,EV,D,EV,3,3,IAH,US,74,YYZ,CA,936,2015,2,4,3,F
37328,559.0,FX,D,FX,3,3,YEG,CA,916,SEA,US,93,2015,1,2,2,G
10277,327.0,XE,D,XE,2,2,YOW,CA,936,PVD,US,15,2011,2,4,1,F
52461,294.0,09Q,D,09Q,1,1,YOW,CA,936,BED,US,13,2017,2,4,1,L
54017,748.0,OO,D,OO,3,3,YUL,CA,941,ORD,US,41,2017,1,3,2,F
53808,899.0,OO,D,OO,3,3,DEN,US,82,YYC,CA,916,2017,1,1,2,F
37571,1447.0,5X,D,5X,3,3,YEG,CA,916,ANC,US,1,2015,1,3,3,G
27916,613.0,EV,D,EV,3,3,YHZ,CA,951,EWR,US,21,2013,2,6,2,F
9508,803.0,YX,D,YX,2,2,YUL,CA,941,ILM,US,36,2011,4,12,2,F
37343,310.0,GFQ,D,GFQ,1,1,FWA,US,42,YHM,CA,936,2015,3,8,1,P
6593,588.0,YX,D,YX,2,2,YYZ,CA,936,CLT,US,36,2010,3,7,2,F
59276,333.0,MQ,D,MQ,3,3,YUL,CA,941,JFK,US,22,2018,1,3,1,F
16983,2405.0,UA,D,UA,3,3,YVR,CA,906,RIC,US,38,2012,4,11,5,F
14769,707.0,OO,D,OO,3,3,ORD,US,41,YWG,CA,926,2011,3,7,2,F
27259,1280.0,EV,D,EV,3,3,IAH,US,74,YYZ,CA,936,2013,4,10,3,F
35391,347.0,ZW,D,ZW,2,2,PHL,US,23,YYZ,CA,936,2014,1,2,1,F
58738,655.0,AX,D,AX,1,5,ORD,US,41,YOW,CA,936,2018,1,3,2,F
26071,1385.0,S5,D,S5,2,2,YYC,CA,916,ORD,US,41,2013,4,12,3,F
41746,443.0,EV,D,EV,3,3,YQB,CA,941,EWR,US,21,2015,1,2,1,F
44566,598.0,5X,D,5X,3,3,YWG,CA,926,OMA,US,65,2016,1,3,2,G
38375,1943.0,UA,D,UA,3,3,YYZ,CA,936,LAS,US,85,2015,4,12,4,F
60904,214.0,G7,D,G7,2,2,YYZ,CA,936,DTW,US,43,2018,1,3,1,F
46997,1661.0,DL,D,DL,3,3,SLC,US,87,YYZ,CA,936,2016,2,5,4,F
20842,2772.0,1BQ,I,1BQ,1,4,YCJ,CA,906,JFK,US,22,2012,2,5,6,L
32343,2366.0,US,D,US,3,3,YVR,CA,906,DCA,US,38,2014,2,4,5,F
45084,377.0,PO,P,PO,3,3,CVG,US,52,YHM,CA,936,2016,2,6,1,P
38972,1450.0,S5,D,S5,2,2,YYC,CA,916,GRR,US,43,2015,2,5,3,F
11412,455.0,GL,I,GL,2,2,YHZ,CA,951,PVD,US,15,2011,3,7,1,L
24793,1926.0,09Q,D,09Q,1,4,LAS,US,85,YHM,CA,936,2013,3,9,4,L
2484,929.0,OH (1),D,OH,3,3,XNA,US,71,YYZ,CA,936,2010,3,8,2,F
38525,214.0,KAH,D,KAH,1,6,YQJ,CA,906,LKE,US,93,2015,3,7,1,L
3308,1393.0,OH (1),D,OH,3,3,YUL,CA,941,MSY,US,72,2010,3,7,3,F
13120,669.0,9E,D,9E,2,2,YQB,CA,941,DTW,US,43,2011,3,7,2,F
23688,1113.0,FX,D,FX,3,3,MEM,US,54,YMX,CA,941,2013,4,12,3,G
10672,1916.0,US,D,US,3,3,IND,US,42,YVR,CA,906,2011,2,5,4,F
53144,348.0,YX,L,YX,2,2,EWR,US,21,YYZ,CA,936,2017,3,8,1,F
7594,1404.0,AA,D,AA,3,3,YUL,CA,941,MIA,US,33,2010,1,1,3,F
54856,1019.0,UA,D,UA,3,3,SFO,US,91,YYC,CA,916,2017,3,8,3,F
6257,366.0,MQ,D,MQ,3,3,YYZ,CA,936,JFK,US,22,2010,3,9,1,F
9955,2065.0,XJ,D,XJ,2,2,RDU,US,36,YEG,CA,916,2011,1,2,5,F
60477,449.0,YV,D,YV,2,2,YOW,CA,936,IAD,US,38,2018,3,8,1,F
27437,530.0,9E,D,9E,2,2,DTW,US,43,YUL,CA,941,2013,3,9,2,F
51644,157.0,27Q,I,27Q,1,1,YQG,CA,936,CMH,US,44,2017,2,5,1,L
2057,849.0,OO,D,OO,3,3,YYC,CA,916,RNO,US,85,2010,3,8,2,F
32847,436.0,OO,D,OO,3,3,ORD,US,41,YYZ,CA,936,2014,4,11,1,F
12781,1584.0,S5,D,S5,2,2,IAH,US,74,YUL,CA,941,2011,2,6,4,F
3782,1212.0,SY,D,SY,2,2,PDX,US,92,YWG,CA,926,2010,3,8,3,L
51616,496.0,27Q,I,27Q,1,1,SDF,US,52,YYZ,CA,936,2017,4,10,1,L
54733,357.0,MQ,D,MQ,3,3,LGA,US,22,YYZ,CA,936,2017,1,3,1,F
54588,1019.0,OO,D,OO,3,3,SFO,US,91,YYC,CA,916,2017,3,9,3,F
6648,679.0,9E,D,9E,2,2,MSP,US,63,YYZ,CA,936,2010,1,2,2,F
32198,347.0,UA,D,UA,3,3,YYZ,CA,936,BWI,US,35,2014,2,6,1,L
11304,1086.0,CP (2),D,CP,2,2,MSP,US,63,YEG,CA,916,2011,2,4,3,F
